,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,lang
457,1505680355034267648,1505680355034267648,1647817145000.0,2022-03-20 22:59:05,+0000,,"#BeritaTerpopuler  Keren, Ini Tujuh Produk UMKM Jabar yang Mejeng di Mandalika Experience Expo 2022 #UMKMJabar #MandalikaExperienceExpo2022  https://t.co/TEJZjMdnfs",in,"['beritaterpopuler', 'umkmjabar', 'mandalikaexperienceexpo2022']",[],79130206,79130206,jpnncom,JPNN.com,7,22,https://twitter.com/jpnncom/status/1505680355034267648,['https://jabar.jpnn.com/jabar-terkini/1721/keren-ini-tujuh-produk-umkm-jabar-yang-mejeng-di-mandalika-experience-expo-2022'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
458,1505680241427206146,1505680241427206146,1647817118000.0,2022-03-20 22:58:38,+0000,,Miguel Oliveira Dedikasikan Gelar Juara MotoGP Mandalika Untuk Risman   https://t.co/1msmbwv4nm  https://t.co/zRx6k5jW6O,in,[],[],1483947874136489984,1483947874136489984,auroranewsid,Aurora News Official,7,22,https://twitter.com/auroranewsid/status/1505680241427206146,"['https://www.auroranews.id/olahraga/pr-3683000088/miguel-oliveira-dedikasikan-gelar-juara-motogp-mandalika-untuk-risman', 'https://www.instagram.com/p/CbV99gyvpwN/?utm_medium=twitter']",[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
459,1505680198921977856,1505680198921977856,1647817108000.0,2022-03-20 22:58:28,+0000,,Sukses di gelar !! Balapan moto GP Mandalika 2022. Sebagai pemenang Miguel Oliveira naik fodium di temani Fabio Quartararo dan Johan Zarco.   https://t.co/RwPDsDJ8pc,in,[],[],1377288061373931520,1377288061373931520,San_Nyaw,Hening,7,22,https://twitter.com/San_Nyaw/status/1505680198921977856,['https://sports.okezone.com/read/2022/03/20/38/2564850/5-fakta-race-motogp-mandalika-2022-nomor-1-pawang-hujan-mendunia'],[],0,,False,16,0,8,,Mandalika,,,,,,,[],,,,,id
460,1505680167913799681,1505444909456801803,1647817100000.0,2022-03-20 22:58:20,+0000,,"@MotoGP Btw Mandalika selain pake jasa pawang hujan, pake jasa pawang uler ga ya ? Takutnya tbtb ada uler melintas di sirkuit kan kita gatau 🙏",in,[],[],1190502043187703809,1190502043187703809,DennySupriyad20,Gemblong Bu Juju,7,22,https://twitter.com/DennySupriyad20/status/1505680167913799681,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'MotoGP', 'name': 'MotoGP™🏁', 'id': '14082692'}]",,,,,id
461,1505680152847872001,1505468982362779652,1647817097000.0,2022-03-20 22:58:17,+0000,,"@aqusmdwhy @jek___ Nyewa Pawang hujan utk mandalika aja butuh bayaran ratusan juta Gmn pawang minyak, bisa bayar hutang negara 😭",in,[],[],1346824436427542533,1346824436427542533,MemoSanp,ikan badut,7,22,https://twitter.com/MemoSanp/status/1505680152847872001,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'aqusmdwhy', 'name': 'me', 'id': '1144436938608267264'}, {'screen_name': 'jek___', 'name': 'jek', 'id': '385996689'}]",,,,,id
462,1505679971028664323,1505399338238849025,1647817053000.0,2022-03-20 22:57:33,+0000,,"@MrsRachelIn 2011 , sebesar 27 T buat pembangunan mandalika, dan tidak terlihat hasilnya.  Kok yg 2,5T sirkuit Motogp dipermasalahkan. Kadrun setereeess  https://t.co/EKlrDY2BbE",in,[],[],1431321295761723398,1431321295761723398,Djarwinchitta,Kremesan,7,22,https://twitter.com/Djarwinchitta/status/1505679971028664323,[],['https://pbs.twimg.com/media/FOU_8z6VsAE5Yjy.jpg'],1,https://pbs.twimg.com/media/FOU_8z6VsAE5Yjy.jpg,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'MrsRachelIn', 'name': 'indri Yahya⚘🇮🇩🕊', 'id': '1379431842'}]",,,,,id
463,1505679932831453187,1505436309628030976,1647817044000.0,2022-03-20 22:57:24,+0000,,@ABSetyono @PlateJohnny Koneksi internet Mandalika dipuji jurnalis asal Inggris. Layanan internet prima. @kemkominfo,in,[],[],1371832736239996934,1371832736239996934,NabilaAr__,Nabil Ardian,7,22,https://twitter.com/NabilaAr__/status/1505679932831453187,[],[],0,,False,1,0,0,,Mandalika,,,,,,,"[{'screen_name': 'ABSetyono', 'name': 'A B S', 'id': '833172937'}, {'screen_name': 'PlateJohnny', 'name': 'Johnny G Plate', 'id': '1187281119978258432'}]",,,,,id
464,1505679901457731586,1505679901457731586,1647817037000.0,2022-03-20 22:57:17,+0000,,"Esemka pakai ritual mandi bunga. Memulai bangun IKN pakai ritual Kendi. Asia Games pakai pawang hujan Rara. MotoGP Mandalika pakai dukun Rara juga.  Giliran gagal dan jadi bahan tertawaan, cuci tangan. Mainnya sudah kebaca. Sukses diakui sendiri. Gagal dilempar ke orang lain 😂😂",in,[],[],1334033424668008450,1334033424668008450,Kimberley20101,Kimberley,7,22,https://twitter.com/Kimberley20101/status/1505679901457731586,[],[],0,,False,81,14,26,https://twitter.com/geloraco/status/1505572106226266115,Mandalika,,,,,,,[],,,,,id
466,1505679788912291840,1505679788912291840,1647817010000.0,2022-03-20 22:56:50,+0000,,"Memalukan, Pawang Hujan di Sirkuit Mandalika Menjadi Sorotan Dunia!  https://t.co/nrNbEcrc8e",in,[],[],959859070575394816,959859070575394816,Ponorogo_Berkah,Share berita Ponorogo Jatim,7,22,https://twitter.com/Ponorogo_Berkah/status/1505679788912291840,['https://keuangannews.id/memalukan-pawang-hujan-di-sirkuit-mandalika-menjadi-sorotan-dunia/'],[],0,,False,0,1,0,,Mandalika,,,,,,,[],,,,,id
467,1505679779470913538,1505679779470913538,1647817008000.0,2022-03-20 22:56:48,+0000,,Kementerian Hukum dan hak asasi manusia menerima surat rekomendasi naturalisasi 3 atlet sepakbola dari Kementerian pemuda dan Olahraga yaitu: 👉 Sandy Henny Walsh 👉 Jordi Amat Maas 👉 Shayne Elian Jay Pattynama  #ElClasico  Madrid | Mandalika | Pawang | Xavi | BAKRI  https://t.co/xUc8kGmr6t,in,['elclasico'],[],69834086,69834086,IntanAyuArimbi,IntanAyuArimbi,7,22,https://twitter.com/IntanAyuArimbi/status/1505679779470913538,[],"['https://pbs.twimg.com/media/FOU_xlBakAEiro3.jpg', 'https://pbs.twimg.com/media/FOU_x4xakAQW67B.jpg']",1,https://pbs.twimg.com/media/FOU_xlBakAEiro3.jpg,False,1,0,0,,Mandalika,,,,,,,[],,,,,id
469,1505679648104992769,1505447737533566977,1647816976000.0,2022-03-20 22:56:16,+0000,,"@osostilltheone @mohsach @EnggalPamukty Tau gak ada race yg ditunda gegara hujan di luar negeri? Biasa aja itu, lagian BMKG sudah memprediksi memang Mandalika terletak di sekitaran pusat badai. Harusnya memang antisipasi kemungkinan terburuk pakai hal yg rasional",in,[],[],92213345,92213345,love_kadrun,ꦄꦂꦟꦟ꧀ꦝꦄꦗꦶꦯꦦꦸꦡꦿ,7,22,https://twitter.com/love_kadrun/status/1505679648104992769,[],[],0,,False,1,1,0,,Mandalika,,,,,,,"[{'screen_name': 'osostilltheone', 'name': 'yoursaviour', 'id': '1419954507417493507'}, {'screen_name': 'mohsach', 'name': 'Cooked Liquid', 'id': '1169470279237562368'}]",,,,,id
470,1505679578400194560,1505679578400194560,1647816960000.0,2022-03-20 22:56:00,+0000,,"Barusan bawa motor dan lagi sedikit gerimis, rasanya kaya lagi di sirkuit mandalika 🤧",in,[],[],1291933883915628544,1291933883915628544,asterumie,Yesha!,7,22,https://twitter.com/asterumie/status/1505679578400194560,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
472,1505679309012357124,1505679309012357124,1647816896000.0,2022-03-20 22:54:56,+0000,,Jokowi Serahkan Trofi untuk Juara MotoGP Mandalika   https://t.co/eGcE0Wgv3w  https://t.co/DycLiVuhC7,in,[],[],1483947874136489984,1483947874136489984,auroranewsid,Aurora News Official,7,22,https://twitter.com/auroranewsid/status/1505679309012357124,"['https://www.auroranews.id/nasional/pr-3682998365/jokowi-serahkan-trofi-untuk-juara-motogp-mandalika', 'https://www.instagram.com/p/CbV9iZBvI3g/?utm_medium=twitter']",[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
473,1505679284790124547,1493596669694607360,1647816890000.0,2022-03-20 22:54:50,+0000,,@Jangkri83999701 @GeiszChalifah Ini di Mandalika kok anies jd rebutan ya. Gak kayak di kereta (jngan2 yg di kereta foto editan) ngakak abissss  https://t.co/RIRhKUAnRT,in,[],[],1425274140244647936,1425274140244647936,AkwalAkwal2,Akwal Akwal,7,22,https://twitter.com/AkwalAkwal2/status/1505679284790124547,[],['https://pbs.twimg.com/media/FOU_U1uVsAIbED4.jpg'],1,https://pbs.twimg.com/media/FOU_U1uVsAIbED4.jpg,False,0,1,0,,Mandalika,,,,,,,"[{'screen_name': 'Jangkri83999701', 'name': 'bandit yaman', 'id': '1373228549163847681'}, {'screen_name': 'GeiszChalifah', 'name': 'Geisz Chalifah', 'id': '1297510664148103168'}]",,,,,id
475,1505679243992506373,1505679243992506373,1647816880000.0,2022-03-20 22:54:40,+0000,,Bangsa eldia dan mandalika,in,[],[],969318022602047488,969318022602047488,kabutmanja,Il Mi,7,22,https://twitter.com/kabutmanja/status/1505679243992506373,[],[],0,,False,0,1,0,https://twitter.com/CenayangFilm/status/1505479928157859841,Mandalika,,,,,,,[],,,,,id
477,1505679096310734853,1505477250744942593,1647816845000.0,2022-03-20 22:54:05,+0000,,@Adi_8002 Jujur gw baru tau cr kerja pawang hujan di mandalika. Kan biasannya pawang hujan itu ga live gitu palagi ditoton sedunia,in,[],[],1314049823566258176,1314049823566258176,Rosse1681,NegeriPenyamun,7,22,https://twitter.com/Rosse1681/status/1505679096310734853,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'Adi_8002', 'name': 'ADITAMA', 'id': '1249028224887054339'}]",,,,,id
478,1505679067999514627,1505679067999514627,1647816838000.0,2022-03-20 22:53:58,+0000,,"WUZZZ….KE MANDALIKA,  Mengantar pahlawan pembalap legendaris Indonesia asal Jawa Barat, Pak Tjetjep Euyong Heriyana pake motor perang tua tahun 40-an bermerek URAL bersespan atau sidecar.  Yang penting Sehat-sehat Pak Tjetjep.  #IstanaSarangMafia  https://t.co/h5M4vmLEAQ",in,['istanasarangmafia'],[],1215268532532834304,1215268532532834304,BalvyHaddad,Balvyah,7,22,https://twitter.com/BalvyHaddad/status/1505679067999514627,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505679017542057984/pu/img/X8IeWv8QtNOrABNo.jpg,False,99,12,33,,Mandalika,,,,,,,[],,,,,id
481,1505678819532976136,1505678819532976136,1647816779000.0,2022-03-20 22:52:59,+0000,,"Bismillahirrahmanirrahim.. Selamat pagi di awal Minggu ini, semoga sahabat tweeps aku semua sll dlm Perlindungan dan keberkahanNYA Aamiin YRA 🤲 Aku yg bangga melihat ini @jokowi Alhamdulillah gelaran MotoGP di sirkuit Mandalika sukses dan sesuai dengan harapan kita semua ❤️🇮🇩🇮🇩  https://t.co/KiLwOj94tF",in,[],[],1369944668465557506,1369944668465557506,CamatYg,Ibu Camat Yg Baik,7,22,https://twitter.com/CamatYg/status/1505678819532976136,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505678741728800768/pu/img/hhdoECdQfMW3YPCD.jpg,False,56,4,5,,Mandalika,,,,,,,[],,,,,id
482,1505678762746478594,1505678762746478594,1647816765000.0,2022-03-20 22:52:45,+0000,,Kementerian Luar Negeri Republik Indonesia mengungkapkan bahwa 9 warga negara Indonesia yang tertahan di Chernihiv keluar dari Ukraina.  #ElClasico  Mandalika | Pawang | Madrid  https://t.co/fnYsLEnVP9,in,['elclasico'],[],69834086,69834086,IntanAyuArimbi,IntanAyuArimbi,7,22,https://twitter.com/IntanAyuArimbi/status/1505678762746478594,[],['https://pbs.twimg.com/media/FOU-2rwaIAEZkIe.jpg'],1,https://pbs.twimg.com/media/FOU-2rwaIAEZkIe.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
483,1505678615333453824,1505502506851311616,1647816730000.0,2022-03-20 22:52:10,+0000,,"@AnakLolina2 @Mdy_Asmara1701 Wan jamban ada diMandalika toch, wajar disana hujannya lebat dan syukur bs dikendalikan oleh pawang hujan. Untung banjirnya tidak pindah ke Mandalika ya.",in,[],[],97382980,97382980,haribanjarnahor,Loega's ℠ 🇮🇩🇲🇨,7,22,https://twitter.com/haribanjarnahor/status/1505678615333453824,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'AnakLolina2', 'name': 'August', 'id': '1276794185425670144'}, {'screen_name': 'Mdy_Asmara1701', 'name': 'Maudy Asmara', 'id': '1334853481019056128'}]",,,,,id
486,1505678453349109764,1505678453349109764,1647816692000.0,2022-03-20 22:51:32,+0000,,Sedih karena Marc ga bisa balapan di first ever #IndonesianGP  Tapi jadi ga nyesel jg krn gue ga hadir di Mandalika. Bayangin udh jauh2 ke mandalika buat nonton Marc only to finds out doi alami benturan kuat dan batal balap,in,['indonesiangp'],[],4516089612,4516089612,erikalourful27,🥐,7,22,https://twitter.com/erikalourful27/status/1505678453349109764,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
487,1505678434194046979,1505178400285102086,1647816687000.0,2022-03-20 22:51:27,+0000,,"@dewahoya Lebih cocok "" uang negara 2,5T demi MotoGP mandalika,setara pembelian berton-ton minyak goreng utk rakyat agar tidak mengantri dan mahal,yang berdampak ibu"" disuruh merebus""",in,[],[],1269066419548782592,1269066419548782592,SupermanTanpaS,dady,7,22,https://twitter.com/SupermanTanpaS/status/1505678434194046979,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'dewahoya', 'name': 'Hoya', 'id': '184778091'}]",,,,,id
488,1505678396252037123,1505481663673155586,1647816678000.0,2022-03-20 22:51:18,+0000,,@Dputrisolo @_pln_id PLN dukung kesuksesan  MotoGP Mandalika,in,[],[],1466165790315585539,1466165790315585539,maskumam84ng,maskumambang,7,22,https://twitter.com/maskumam84ng/status/1505678396252037123,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'Dputrisolo', 'name': '#Arus Bawah#', 'id': '1235261044005601281'}, {'screen_name': '_pln_id', 'name': 'PT PLN (Persero)', 'id': '3171520362'}]",,,,,id
490,1505678338748465152,1505624286513745921,1647816664000.0,2022-03-20 22:51:04,+0000,,"@SisiwittFrida Intinya, kamu itu gak suka, iri, dengki dengan kesuksesan penyelenggaraan MotoGP di Mandalika. Terus cari-cari masalah dengan menyoroti soal pawang hujan. Padahal junjunganmu SBY suka juga dengan klenik. Dia suka semedi di Petilasan Pringgodani di lereng Gunung Lawu.",in,[],[],276436060,276436060,Hantoro2011,HANTORO,7,22,https://twitter.com/Hantoro2011/status/1505678338748465152,[],[],0,,False,5,0,1,,Mandalika,,,,,,,"[{'screen_name': 'SisiwittFrida', 'name': 'Dr. Susilawati SE.,MM.,MA.,M.Han/Sisi (Mawar Biru)', 'id': '2165860890'}]",,,,,id
491,1505678327608053766,1505678327608053766,1647816662000.0,2022-03-20 22:51:02,+0000,,"Tidak Ada Bus, Penonton MotoGP Mandalika Telantar Sampai Tengah Malam  https://t.co/eMmVjhGDHr",in,[],[],155169715,155169715,soloposdotcom,Solopos,7,22,https://twitter.com/soloposdotcom/status/1505678327608053766,['https://www.solopos.com/tidak-ada-bus-penonton-motogp-mandalika-telantar-sampai-tengah-malam-1277758?utm_source=dlvr.it&utm_medium=twitter'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
492,1505678143218065408,1505499327648608259,1647816618000.0,2022-03-20 22:50:18,+0000,,"@ridwanhr Emang lu yakin cuma pawangnya aja yang berdoa hujan segera reda? Hampir seluruh rakyat Indonesia yang berdoa bang! Apalagi yang di lokasi mandalika. Termasuk penonton yg udah bayar mahal, petugas, pembalap. Semua dengan caranya masing2. Udahlah ga usah aneh2 menghujat. Konten aj",in,[],[],756475813,756475813,Dimas_AMG,Dimas 500 ////AMG,7,22,https://twitter.com/Dimas_AMG/status/1505678143218065408,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'ridwanhr', 'name': 'Ridwan Hanif', 'id': '43922847'}]",,,,,id
494,1505678077724004354,1505455547088519168,1647816602000.0,2022-03-20 22:50:02,+0000,,"@ClanCrypto11 @yudigun02 @aewin86 @DokterTifa Tweet lu yg ini yg paling ganggu, bedain mana azab sama musibah bro, marquez juga ga cuma sekali kecelakaan, dan di mandalika itu bukan yg terparah, banyak² baca berita sebelum tweet",in,[],[],1483007691467689989,1483007691467689989,yours_Head,lelah di dunia,7,22,https://twitter.com/yours_Head/status/1505678077724004354,[],[],0,,False,0,1,0,,Mandalika,,,,,,,"[{'screen_name': 'aewin86', 'name': 'Ewing ""anteng""! 🎧', 'id': '119691957'}, {'screen_name': 'DokterTifa', 'name': 'Dokter Tifa', 'id': '1502822366946402304'}]",,,,,id
495,1505678057448697857,1505678057448697857,1647816597000.0,2022-03-20 22:49:57,+0000,,"Banyak yang lucu dengan pawang hujan Mandalika, padahal tiap hari Update ramalan sodiak.",in,[],[],1199470567444774912,1199470567444774912,Johan_Maley,Marannawai,7,22,https://twitter.com/Johan_Maley/status/1505678057448697857,[],[],0,,False,3,0,0,,Mandalika,,,,,,,[],,,,,id
499,1505677922560266240,1505549889542914060,1647816565000.0,2022-03-20 22:49:25,+0000,,"@jokowi Sukses keren, sdh waktunya kita saling memuji, apapun evennya, apapun acaranya, mari semua didukung, #IndonesiaCuman1 mari sama2 majukan #mandalika",in,"['indonesiacuman1', 'mandalika']",[],4862022150,4862022150,tsaden3,TSA,7,22,https://twitter.com/tsaden3/status/1505677922560266240,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'jokowi', 'name': 'Joko Widodo', 'id': '366987179'}]",,,,,id
500,1505677917552246784,1505435647733284865,1647816564000.0,2022-03-20 22:49:24,+0000,,@ABSetyono @kemkominfo @PlateJohnny @jokowi Menkominfo memastikan fasilitas telekomunikasi di mandalika berjalan lancar @PlateJohnny @kemkominfo,in,[],[],1371832736239996934,1371832736239996934,NabilaAr__,Nabil Ardian,7,22,https://twitter.com/NabilaAr__/status/1505677917552246784,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'ABSetyono', 'name': 'A B S', 'id': '833172937'}, {'screen_name': 'kemkominfo', 'name': 'Kementerian Kominfo', 'id': '177848697'}, {'screen_name': 'PlateJohnny', 'name': 'Johnny G Plate', 'id': '1187281119978258432'}, {'screen_name': 'jokowi', 'name': 'Joko Widodo', 'id': '366987179'}]",,,,,id
504,1505677646801235968,1505677646801235968,1647816499000.0,2022-03-20 22:48:19,+0000,,"Dunia Gempar, Aksi Jahiliyah Pawang Hujan di MottoGP Mandalika Kini Jadi Bahan Ledekan Riders Internasional.",in,[],[],2905814730,2905814730,abu_waras,🇲🇨 Lambe Waras 🇲🇨,7,22,https://twitter.com/abu_waras/status/1505677646801235968,[],[],0,,False,176,10,48,https://twitter.com/anafis_196/status/1505480522776014849,Mandalika,,,,,,,[],,,,,id
505,1505677597409128450,1505427372308574208,1647816488000.0,2022-03-20 22:48:08,+0000,,@alextham878 Ini yg pada komen emang pada nonton ke Mandalika...???sertain komen kalian dengan foto pas lagi nonton MotoGP mandalika dong.Klo cuma komen doang mah kodok burik juga masih bisa ngorek walau nggak hujan.,in,[],[],1212511808130469888,1212511808130469888,Zanzia6,Zanzia,7,22,https://twitter.com/Zanzia6/status/1505677597409128450,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'alextham878', 'name': '🇲💤🇯🇵🅰🅻🇪❎™✪⛪🕌🕍\U0001f6d5⛩🙏💞🇮🇩ⓃⓀⓇⒾ🌏', 'id': '1211153840122155008'}]",,,,,id
508,1505677368056197121,1505677368056197121,1647816433000.0,2022-03-20 22:47:13,+0000,,"Balapan ditunda akibat hujan deras, pawang hujan viral, hingga Jokowi naik podium menjadi tiga cerita menarik dari MotoGP Mandalika 2022.  https://t.co/93aEty2WPq",in,[],[],23343960,23343960,kompascom,Kompas.com,7,22,https://twitter.com/kompascom/status/1505677368056197121,['http://dlvr.it/SM3QV7'],[],0,,False,1,0,0,,Mandalika,,,,,,,[],,,,,id
510,1505677360892313601,1505677360892313601,1647816431000.0,2022-03-20 22:47:11,+0000,,Praktik ritual pawang hujan yang ditampilkan di MotoGP Mandalika 2022 dianggap memalukan padahal Indonesia bukan satu-satunya negara yang melakukannya  https://t.co/o0CJoInml8,in,[],[],23343960,23343960,kompascom,Kompas.com,7,22,https://twitter.com/kompascom/status/1505677360892313601,['http://dlvr.it/SM3QTy'],[],0,,False,12,11,0,,Mandalika,,,,,,,[],,,,,id
511,1505677349253124099,1505677349253124099,1647816428000.0,2022-03-20 22:47:08,+0000,,"seninku cerah Mandalika selesai, Ganda Bulutangkis, Barca menang dan BIGBANG Drop Poster",in,[],[],1387739211718029312,1387739211718029312,VCMGYEJGTM,jgtm.stud (commision open),7,22,https://twitter.com/VCMGYEJGTM/status/1505677349253124099,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
512,1505677334849884161,1505677334849884161,1647816425000.0,2022-03-20 22:47:05,+0000,,"Lucy Wiryono Komentari Balapan MotoGP Mandalika, dari Aspal hingga Pawang Hujan  https://t.co/gE5C1NZ0qy",in,[],[],418754481,418754481,TangselTerbaru,Seputar Tangsel,7,22,https://twitter.com/TangselTerbaru/status/1505677334849884161,['http://dlvr.it/SM3QQL'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
514,1505677275588554754,1505677275588554754,1647816411000.0,2022-03-20 22:46:51,+0000,,"banyak yang ribut soal pawang hujan di mandalika kemaren. kalau emang menurut keyakinan anda itu nggak bener dan menyimpang dari ajaran agama, yasudah, jangan memaksa orang lain untuk sepaham dengan anda. kalau menurut anda itu adalah sebuah ciri khas dan kultur, apresiasilah",in,[],[],1279095904138493952,1279095904138493952,naffatsaalza,𝚌𝚑𝚘𝚌𝚘𝚌𝚑𝚎𝚎𝚜𝚎,7,22,https://twitter.com/naffatsaalza/status/1505677275588554754,[],[],0,,False,0,1,0,,Mandalika,,,,,,,[],,,,,id
517,1505677085251145739,1505677085251145739,1647816365000.0,2022-03-20 22:46:05,+0000,," https://t.co/fEiZM12Lmm, LOMBOK - Tikungan 11 Mandalika disebut bekas kuburan. Kecelakaan Marc Marquez pun dikaitkan dengan hal mistis dan angker. Netizen di media  https://t.co/SCbcPtJxb5",in,[],[],388848045,388848045,Radar_Cirebon,Radar Cirebon,7,22,https://twitter.com/Radar_Cirebon/status/1505677085251145739,"['http://Radarcirebon.com', 'http://www.radarcirebon.com/2022/03/21/tikungan-11-mandalika-disebut-bekas-kuburan-tempat-marc-marquez-jatuh-saat-latihan/']",[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
520,1505676951935406082,1505366037964869633,1647816334000.0,2022-03-20 22:45:34,+0000,,"@KRMTRoySuryo2 Balapan motoGP Mandalika, penuh dengan KURSI penonton. 😃😃😃",in,[],[],300064816,300064816,khairulanwar11,An Harahap,7,22,https://twitter.com/khairulanwar11/status/1505676951935406082,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'KRMTRoySuryo2', 'name': 'KRMT Roy Suryo', 'id': '901340008820260864'}]",,,,,id
521,1505676851951599616,1505444403804004352,1647816310000.0,2022-03-20 22:45:10,+0000,,"@TRANS7 jd yg ditonton di mandalika ini ternyata pawang kehujanan ya bukan moto GP, udh syirik gagal lagi.",in,[],[],890640438805143552,890640438805143552,gdewilaga,gde,7,22,https://twitter.com/gdewilaga/status/1505676851951599616,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'TRANS7', 'name': 'TRANS7', 'id': '124839730'}]",,,,,id
522,1505676828215709697,1505676828215709697,1647816304000.0,2022-03-20 22:45:04,+0000,,"Liat euforia motoGP Mandalika, jadi inget umur 6Th nonton trektrekan sirkuitnya di depan kantor walikota Balikpapan😅nonton panas2, disemak2, dan pernah pup di semaknya haha😂😂",in,[],[],113288653,113288653,annisarmdha,Nica,7,22,https://twitter.com/annisarmdha/status/1505676828215709697,[],[],0,,False,1,0,0,,Mandalika,,,,,,,[],,,,,id
523,1505676821794156546,1505546017533431813,1647816303000.0,2022-03-20 22:45:03,+0000,,"@SisiwittFrida Katanya di Mandalika sinyal 5G.  Itu sain tekhnologi, kok pelaksanaan menggunakan tekhnologi premitif.   Pawang hujan naik panggung skr?",in,[],[],498982679,498982679,ichsanarif1,ichsanul arif,7,22,https://twitter.com/ichsanarif1/status/1505676821794156546,[],[],0,,False,0,3,0,,Mandalika,,,,,,,"[{'screen_name': 'SisiwittFrida', 'name': 'Dr. Susilawati SE.,MM.,MA.,M.Han/Sisi (Mawar Biru)', 'id': '2165860890'}]",,,,,id
524,1505676811010646019,1505676811010646019,1647816300000.0,2022-03-20 22:45:00,+0000,,info bigbang comeback ✅ barca menang 0-4 di bernabeu ✅ ganda putra menang all eng ✅ motogp mandalika ✅  hari yang menyenangkan :)),in,[],[],440672829,440672829,kedrickivan,van,7,22,https://twitter.com/kedrickivan/status/1505676811010646019,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
525,1505676717889060867,1505676717889060867,1647816278000.0,2022-03-20 22:44:38,+0000,,Selamat dan sukses dr.gigi  https://t.co/VyA2w1tpgb  Miguel Oliveira tampil sebagai juara MotoGP Mandalika. Rider Red Bull KTM itu mengungkap kunci kemenangannya.,in,[],[],1131454153,1131454153,manzikert_svs,doa dan ikhtiar..oposisi suatu keniscayaan,7,22,https://twitter.com/manzikert_svs/status/1505676717889060867,['https://sport.detik.com/moto-gp/d-5992782/miguel-oliveira-juara-motogp-mandalika-start-bagus-jadi-kuncinya'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
526,1505676590138925056,1505676590138925056,1647816247000.0,2022-03-20 22:44:07,+0000,,"Deeemikian... Ya biasalah pak Erick Tohir tuh suka menghibur para buzzeRP bodoh bodoh itu, makanya dipanggil ah org pintar (pawang) jadi bintang di MotoGP Mandalika...hehe memalukan",in,[],[],1450771664896028679,1450771664896028679,azkapribadi29,Azka Pribadi,7,22,https://twitter.com/azkapribadi29/status/1505676590138925056,[],[],0,,False,1,1,0,https://twitter.com/Febree17_/status/1505462112080080899,Mandalika,,,,,,,[],,,,,id
527,1505676581133455361,1505676581133455361,1647816245000.0,2022-03-20 22:44:05,+0000,,Sirkuit Mandalika aja punya pawang masak kamu enggak.,in,[],[],1215467270412980225,1215467270412980225,helloiamsalma,shyal,7,22,https://twitter.com/helloiamsalma/status/1505676581133455361,[],[],0,,False,1,0,0,,Mandalika,,,,,,,[],,,,,id
