,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,lang
0,1505695678424842240,1505695678424842240,1647820798000.0,2022-03-20 23:59:58,+0000,,Belajar dari mandalika Tidak semua hal bisa diterima dengan logika.,in,[],[],1675292034,1675292034,garpulicious,Mami G,7,23,https://twitter.com/garpulicious/status/1505695678424842240,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
2,1505695642974228481,1505399549170700289,1647820790000.0,2022-03-20 23:59:50,+0000,,"@ngawur_post Tikungan 13 Mandalika membuat Marc Marquez terjatuh dan motor Alex Rins terbakar, ini menurut pendapat lesti dan billar.",in,[],[],421662236,421662236,adhimmhrdika,Adhiii,7,23,https://twitter.com/adhimmhrdika/status/1505695642974228481,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'ngawur_post', 'name': 'hihang hoyeng', 'id': '1451199782605647890'}]",,,,,id
3,1505695638549266435,1505556468397129728,1647820789000.0,2022-03-20 23:59:49,+0000,,@eadala_o1 @kulitbumi TENGKYUUU SO MUCHHH PAK JOKOWI.. Acara MANDALIKA SUKSEESSSSS...   Kadal kejang kejang Pak @jokowi . SUKSESSS,in,[],[],1342428034628894720,1342428034628894720,FemmyManroe,Femmy🍀🍀🍀,7,23,https://twitter.com/FemmyManroe/status/1505695638549266435,[],[],0,,False,0,1,0,,Mandalika,,,,,,,"[{'screen_name': 'kulitbumi', 'name': 'kulit bumi', 'id': '981436209208680450'}]",,,,,id
4,1505695601031520261,1505695601031520261,1647820780000.0,2022-03-20 23:59:40,+0000,,"Rara Istiati Wulandari, Ungkap Penyebab Gangguan Hujan Deras saat MotoGP Mandalika  https://t.co/WQeOflIc2u",in,[],[],3319260420,3319260420,geloraco,GELORA NEWS,7,23,https://twitter.com/geloraco/status/1505695601031520261,['https://www.gelora.co/2022/03/rara-istiati-wulandari-ungkap-penyebab.html?m=1'],[],0,,False,3,8,0,,Mandalika,,,,,,,[],,,,,id
5,1505695522350596096,1505695522350596096,1647820761000.0,2022-03-20 23:59:21,+0000,,Salah satu yg terpenting bagaimana memelihara Circuit Mandalika jangan sampai seperti gedung2 bekas PON yg terbekalai krn gak keurus Pemda,in,[],[],162270980,162270980,dedensujana,Deden Sujana,7,23,https://twitter.com/dedensujana/status/1505695522350596096,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
6,1505695477185990657,1505406822492286976,1647820750000.0,2022-03-20 23:59:10,+0000,,"@CNNIndonesia Intinya banyak masyarakat Indonesia bangga dgn adanx sircuit Mandalika ,kluali masyarakat tertentu yg bisanya hanya berpikiran negatif",in,[],[],2473560890,2473560890,jkanest,jk anest,7,23,https://twitter.com/jkanest/status/1505695477185990657,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'CNNIndonesia', 'name': 'CNN Indonesia', 'id': '17128975'}]",,,,,id
7,1505695435163598848,1505695435163598848,1647820740000.0,2022-03-20 23:59:00,+0000,,"Kalau saja almarhum Didi Kempot masih ada, pasti sekarang kita lagi dengerin lagu tentang patah hati di Mandalika..  Deny Caknan, your move, please..",in,[],[],1287925819755491328,1287925819755491328,Pak_Irv,Dr. Irv Kartawiria,7,23,https://twitter.com/Pak_Irv/status/1505695435163598848,[],[],0,,False,1,0,2,,Mandalika,,,,,,,[],,,,,id
8,1505695404708761602,1505492464580263937,1647820733000.0,2022-03-20 23:58:53,+0000,,"@SlevinSojiro @Belok_dong Mau efektif mau enggak... Acara akbar balapan sudah berjalan dengan suksesnya... Pengguna Pawang Puas, Rara mendunia... Kearifan lokal bukan hanya masalah untung - rugi.. Budaya ada pada rasa, nikmati saja pertunjukannya... Bravo Mandalika... Bravo Rara..",in,[],[],875628566,875628566,SriRedjeki2,Sri Redjeki 🇮🇩 💫,7,23,https://twitter.com/SriRedjeki2/status/1505695404708761602,[],[],0,,False,13,3,2,,Mandalika,,,,,,,"[{'screen_name': 'SlevinSojiro', 'name': 'Slevin', 'id': '938916131217084416'}, {'screen_name': 'Belok_dong', 'name': 'Black Melow', 'id': '1172676209995657216'}]",,,,,id
10,1505695381719445505,1505695381719445505,1647820728000.0,2022-03-20 23:58:48,+0000,,Allah Maha Besar. Di Mandalika Allah menunjukkan kuasanya. Mengabulkan doa dengan cara yang tidak kamu percaya. Ternyata Allah tidak hanya  mengabulkan doa kaummu saja.,in,[],[],1274945132,1274945132,cgtrisanjaya,#TugimanTikTok Kemlinthi,7,23,https://twitter.com/cgtrisanjaya/status/1505695381719445505,[],[],0,,False,1,1,0,https://twitter.com/Hilmi28/status/1505514988995194883,Mandalika,,,,,,,[],,,,,id
11,1505695340648800256,1505695340648800256,1647820718000.0,2022-03-20 23:58:38,+0000,,Tahun depan minta bangun jalur kereta api pak gub. Biar ga macet je Mandalika,in,[],[],49383672,49383672,BiLLYKHAERUDIN,BiLLY KHAERUDIN,7,23,https://twitter.com/BiLLYKHAERUDIN/status/1505695340648800256,[],[],0,,False,5,0,1,https://twitter.com/bangzul_ntb/status/1505449296124350468,Mandalika,,,,,,,[],,,,,id
12,1505695296311160837,1505695296311160837,1647820707000.0,2022-03-20 23:58:27,+0000,,MotoGP 2022 Mandalika sukses. Kesempatan kuatkan brand pariwisata Indonesia  @erickthohir  #DenganETMerdekaBerdaulat  https://t.co/F9QTPVQ5wr,in,['denganetmerdekaberdaulat'],[],1466850188190908418,1466850188190908418,mahkota43990861,🇲🇨Rajawali🇲🇨,7,23,https://twitter.com/mahkota43990861/status/1505695296311160837,[],['https://pbs.twimg.com/media/FOVN4vfaIAMUmgl.jpg'],1,https://pbs.twimg.com/media/FOVN4vfaIAMUmgl.jpg,False,13,0,8,,Mandalika,,,,,,,[],,,,,id
13,1505695265373954048,1505695265373954048,1647820700000.0,2022-03-20 23:58:20,+0000,,"Momen Bangga Oliveira Persembahkan Juara MotoGP Mandalika untuk Risman  https://t.co/SB3US9KHUq  Dari semua berita selama MotoGP Mandalika, berita ini cocok nih jadi gong buat pemerintah &amp; panitia penyelenggara. Gol buat dorong pariwisata di Lombok langsung divalidasi juaranya 😊",in,[],[],17666340,17666340,qronoz,Daniel Giovanni Latumahina,7,23,https://twitter.com/qronoz/status/1505695265373954048,['https://cnn.id/773926'],[],0,,False,1,1,2,,Mandalika,,,,,,,[],,,,,id
14,1505695258134212610,1505695258134212610,1647820698000.0,2022-03-20 23:58:18,+0000,,"gamau ngetawain pawang hujan gp mandalika, soalnya gaji dia 21 hari lebih gede dibanding gajiku setahun :(",in,[],[],160799245,160799245,widyavirgiana,gek idya,7,23,https://twitter.com/widyavirgiana/status/1505695258134212610,[],[],0,,False,0,1,0,,Mandalika,,,,,,,[],,,,,id
15,1505695248324128771,1505551462918623234,1647820696000.0,2022-03-20 23:58:16,+0000,,@lucywiryono Setuju aspal ulang total biar menyatu satu full track biar ga belang juga juga untuk image mandalika jangka panjang syukur2 lebih dari 10tahun kontrak nya nanti.,in,[],[],1028798073302999040,1028798073302999040,ahasyari_inet,Agung Hasyari,7,23,https://twitter.com/ahasyari_inet/status/1505695248324128771,[],[],0,,False,1,1,0,,Mandalika,,,,,,,"[{'screen_name': 'lucywiryono', 'name': 'Lucy Wiryono', 'id': '59108817'}]",,,,,id
16,1505695246885482500,1505695246885482500,1647820695000.0,2022-03-20 23:58:15,+0000,,Terkuak! Ternyata ada Tangan Dingin Gubernur PKS Dibalik Kesuksesan Ajang WSBK MottoGP Mandalika.,in,[],[],2905814730,2905814730,abu_waras,🇲🇨 Lambe Waras 🇲🇨,7,23,https://twitter.com/abu_waras/status/1505695246885482500,[],[],0,,False,61,4,9,https://twitter.com/aboebakar15/status/1505476450597498880,Mandalika,,,,,,,[],,,,,id
17,1505695236768800771,1505482724601176064,1647820693000.0,2022-03-20 23:58:13,+0000,,@prassetyoAD @MotoGP Petir bukan sembarang petir Petir menyambar race mandalika. .   Assalaumalaikum kakak,in,[],[],22885047,22885047,andriyand__,Yand,7,23,https://twitter.com/andriyand__/status/1505695236768800771,[],[],0,,False,1,0,1,,Mandalika,,,,,,,"[{'screen_name': 'prassetyoAD', 'name': ',kcl', 'id': '1079908658'}, {'screen_name': 'MotoGP', 'name': 'MotoGP™🏁', 'id': '14082692'}]",,,,,id
18,1505695207228002304,1505695207228002304,1647820686000.0,2022-03-20 23:58:06,+0000,,"Seharusnya, Mba Rara sang pawang hujan sirkuit mandalika di undang ke Santiago Bernabéu Agar tidak terjadi 'hujan gol'.   ViscaBarca, ViscaCatalunya❤💙 #ElClasico  #WeAreBack",in,"['elclasico', 'weareback']",[],1118170159619776513,1118170159619776513,imammustofaaja,bukan imam masjid,7,23,https://twitter.com/imammustofaaja/status/1505695207228002304,[],[],0,,False,0,0,0,https://twitter.com/FCBarcelona_es/status/1505664008510132232,Mandalika,,,,,,,[],,,,,id
19,1505695201829871618,1505693173741281281,1647820685000.0,2022-03-20 23:58:05,+0000,,"@RonaldLampard8 Kok gak ada berita gregetnya ya Om, Suksesnya Gelaran MotoGP Mandalika diikuti Matinya Kadrun secara berjamaah, cuma Kadrun stres semua...😷",in,[],[],771662663466094592,771662663466094592,RoellyRosuli,Roelly Rosuli,7,23,https://twitter.com/RoellyRosuli/status/1505695201829871618,[],[],0,,False,2,1,1,,Mandalika,,,,,,,"[{'screen_name': 'RonaldLampard8', 'name': 'ℱ𝓡Ãℕ𝓚', 'id': '2384696084'}]",,,,,id
21,1505695146154754050,1505695146154754050,1647820671000.0,2022-03-20 23:57:51,+0000,,KTM sebelum menang gp mandalika 🤣🤣,in,[],[],1183886600784117760,1183886600784117760,irfanaridy,The Air Bender ♐,7,23,https://twitter.com/irfanaridy/status/1505695146154754050,[],[],0,,False,0,0,0,https://twitter.com/renzoalexand/status/1505467394797764609,Mandalika,,,,,,,[],,,,,id
22,1505695139167338496,1505695136579469312,1647820670000.0,2022-03-20 23:57:50,+0000,,"ada yg sudah ngopi,  ada yg sudah menikmati sarapan pagi, ada yg sudah dandan rapih, ada yg lagi menghirup udara segar di atas gunung atau pantai, ada yg menikmati waktu nonton GP mandalika, ada yg lagi ketawa ketiwi, ada yang lagi...ada yang lagi...tak akan habis untuk dihitung",in,[],[],1305527664875241472,1305527664875241472,JANUARD_1,JANUAR 🇮🇩 جنوار,7,23,https://twitter.com/JANUARD_1/status/1505695139167338496,[],[],0,,False,0,1,0,,Mandalika,,,,,,,[],,,,,id
23,1505695128563843073,1505490317105000452,1647820667000.0,2022-03-20 23:57:47,+0000,,@MayaA62580468 Andaikan mbk Rara bisa mindahin UAS sprti ujan di Mandalika pasti Indonesia aman&amp;sejahtra😁,in,[],[],1416781838421422082,1416781838421422082,Grace86284422,Grace,7,23,https://twitter.com/Grace86284422/status/1505695128563843073,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'MayaA62580468', 'name': '🅾️®M4y4kuz4®', 'id': '1459664329402290177'}]",,,,,id
24,1505695105612582914,1505695105612582914,1647820662000.0,2022-03-20 23:57:42,+0000,,"Bani jamban🐸🐷 meriang .  Gubernur DKI Anies Baswedan menjadi rebutan selfie pengunjung selepas menonton pertandingan MotoGP Mandalika. Bahkan, pengunjung meneriaki Anies 'Presidenku'.  https://t.co/ceO8T4OAjI",in,[],[],974940271493304320,974940271493304320,IATeam___,+62 d̸i̸k̸u̸a̸s̸a̸i̸ o̸l̸e̸h̸ p̸e̸n̸g̸h̸i̸a̸n̸a̸t̸,7,23,https://twitter.com/IATeam___/status/1505695105612582914,['https://news.detik.com/berita/d-5992500/ig-story-anies-tangkap-momen-warga-bilang-pak-anies-presidenku-di-mandalika?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1647778887'],[],0,,False,1,0,0,,Mandalika,,,,,,,[],,,,,id
25,1505695093969518597,1505470720801144841,1647820659000.0,2022-03-20 23:57:39,+0000,,@SantorinisSun Dokter gigi yg humble menjadi juara Moto GP mandalika pertamina,in,[],[],1456942883206885378,1456942883206885378,hideo_samuel,Hideo Samuel,7,23,https://twitter.com/hideo_samuel/status/1505695093969518597,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'SantorinisSun', 'name': 'Santorini☀️♌🌙', 'id': '980685208969031680'}]",,,,,id
26,1505695054115254272,1505537188921942017,1647820650000.0,2022-03-20 23:57:30,+0000,,"@Rezaaryasa @randhilicious Kadrun2 dungu ini memang sdh ga punya urat malu lg, kmaren mereka menghujat dan mencaci maki habis2an pembangunan sirkuit mandalika, ehh ternyata skrg justru mereka yg datang berbondong2 ke mandalika nonton motogp termasuk si abud sambil selfi sana sini..🤮🤮",in,[],[],1448087226890522625,1448087226890522625,zuperbold75,boldman,7,23,https://twitter.com/zuperbold75/status/1505695054115254272,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'Rezaaryasa', 'name': 'Barjo', 'id': '1034959190073069568'}, {'screen_name': 'randhilicious', 'name': 'Dhika...', 'id': '1482274573'}]",,,,,id
27,1505694997298917378,1505526203771359235,1647820636000.0,2022-03-20 23:57:16,+0000,,"@TogaHQ Sebenarnya pesan bung toga nainggolan baik tapi banyak ygresponnya malah sebaliknya, saling menghujat. Yang me ngolok² itu penonton yg ada  di MANDALIKA, bukan KAMI.  https://t.co/rADxJHwsPD",in,[],[],2810755021,2810755021,pranoto_yudho,Yudho Pranoto,7,23,https://twitter.com/pranoto_yudho/status/1505694997298917378,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505694878881091587/pu/img/c9IO6LL1UOyBsOMq.jpg,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'TogaHQ', 'name': '#UrusLingkaranKecil', 'id': '15435517'}]",,,,,id
28,1505694985596780547,1505694985596780547,1647820633000.0,2022-03-20 23:57:13,+0000,,Apresiasi atas dukungan dan fasilitasi untuk usaha UMKM yang dijembatani @erickthohir kemeterian BUMN dalam ajang GP MANDALIKA. #DenganETMerdekaBerdaulat  https://t.co/Emf8EEqj5e,in,['denganetmerdekaberdaulat'],[],1234366421435469824,1234366421435469824,zadozoro,@viksori1,7,23,https://twitter.com/zadozoro/status/1505694985596780547,[],['https://pbs.twimg.com/media/FOVNmedUcAAV_3e.jpg'],1,https://pbs.twimg.com/media/FOVNmedUcAAV_3e.jpg,False,20,0,15,,Mandalika,,,,,,,[],,,,,id
29,1505694948716388355,1505694948716388355,1647820624000.0,2022-03-20 23:57:04,+0000,,"Hadir di Sirkuit Mandalika, Anies Baswedan Luncurkan Aplikasi Digital Pariwisata Pulau Seribu  https://t.co/XpFAjwGnU2",in,[],[],853782937782714368,853782937782714368,radaraktual,radaraktualdotcom,7,23,https://twitter.com/radaraktual/status/1505694948716388355,['https://radaraktual.com/95580/hadir-di-sirkuit-mandalika-anies-baswedan-luncurkan-aplikasi-digital-pariwisata-pulau-seribu.html'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
30,1505694938004029441,1505386168518529027,1647820622000.0,2022-03-20 23:57:02,+0000,,@aniesbaswedan @MotoGP @NTB_Prov Kira-kira kapan kita nonto balap formula e pak... udah gk sabar ini pak semoga circuit formula e bisa mendunia seperti circuit mandalika ya pak anis...,in,[],[],1085909303859408896,1085909303859408896,firmans85345217,Tingang Menteng Panunjung Tarung,7,23,https://twitter.com/firmans85345217/status/1505694938004029441,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'aniesbaswedan', 'name': 'Anies Rasyid Baswedan', 'id': '110312278'}, {'screen_name': 'MotoGP', 'name': 'MotoGP™🏁', 'id': '14082692'}, {'screen_name': 'NTB_Prov', 'name': 'Pemprov NTB', 'id': '836123141243977732'}]",,,,,id
31,1505694928256761856,1505694928256761856,1647820620000.0,2022-03-20 23:57:00,+0000,,"Dari Mandalika, Anies Baswedan Luncurkan Aplikasi Pariwisata Pulo 1000  https://t.co/Ecm9LE0zZa",in,[],[],887743587579944960,887743587579944960,OposisiCerdas,OposisiCerdas.com,7,23,https://twitter.com/OposisiCerdas/status/1505694928256761856,['https://www.oposisicerdas.com/2022/03/dari-mandalika-anies-baswedan-luncurkan.html'],[],0,,False,51,3,18,,Mandalika,,,,,,,[],,,,,id
33,1505694777949360132,1505510477350436866,1647820584000.0,2022-03-20 23:56:24,+0000,,"@ridwankamil @ridwanhr Kalo pak Gub Klaten Ke mAndalika karena undangan pertamina, sesangkan Pak Rid vlogger ke mandalika biaya sendiri... 😂🤣🙏🤲 sehat selalu akang2, ditunggu kolabirasinya...",in,[],[],97669411,97669411,TalkiWong,miayambakso,7,23,https://twitter.com/TalkiWong/status/1505694777949360132,[],[],0,,False,1,0,0,,Mandalika,,,,,,,"[{'screen_name': 'ridwankamil', 'name': 'Ridwan Kamil', 'id': '80323736'}, {'screen_name': 'ridwanhr', 'name': 'Ridwan Hanif', 'id': '43922847'}]",,,,,id
34,1505694764125106177,1505694764125106177,1647820580000.0,2022-03-20 23:56:20,+0000,"{'type': 'Point', 'coordinates': [-8.90667401, 116.301285]}","Selamat Indonesia, telah sukses menggelar perhelatan @motogp . Kami bangga! #aerial #motogp #pesonaindonesia @ Sirkuit Mandalika Lombok  https://t.co/1YI4SffeAj",in,"['aerial', 'motogp', 'pesonaindonesia']",[],259664427,259664427,liupurnomo,Liu Purnomo,7,23,https://twitter.com/liupurnomo/status/1505694764125106177,['https://www.instagram.com/p/CbWEkFGBKOz/?utm_medium=twitter'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
35,1505694744831471617,1505694744831471617,1647820576000.0,2022-03-20 23:56:16,+0000,,Pawang MottoGP Mandalika Adalah Sebuah Kearifan Lokal yang jadi Bahan Lelucon dan Tertawaan Dunia Interlokal.,in,[],[],2905814730,2905814730,abu_waras,🇲🇨 Lambe Waras 🇲🇨,7,23,https://twitter.com/abu_waras/status/1505694744831471617,[],[],0,,False,70,11,19,https://twitter.com/Adr14ntie/status/1505581440003715072,Mandalika,,,,,,,[],,,,,id
37,1505694685209059333,1505694685209059333,1647820562000.0,2022-03-20 23:56:02,+0000,,"Yang kritik dengan bumbu politik di Mandalika biasanya ngga paham cara mengapresiasi , sukses buat #IndonesiaGP",in,['indonesiagp'],[],914271535,914271535,__Bungs,Bung,7,23,https://twitter.com/__Bungs/status/1505694685209059333,[],[],0,,False,4,1,0,https://twitter.com/lucywiryono/status/1505561138934665217,Mandalika,,,,,,,[],,,,,id
38,1505694672148398082,1505202644888875008,1647820558000.0,2022-03-20 23:55:58,+0000,,"@Creatifirman @Puthutea Weeee yg paling bertauhid komen.   Pawang di Mandalika itu non muslim, dan memang begitu cara dia beribadah.",in,[],[],57577363,57577363,samsulhadi,"Pakai Masker, Cok!!",7,23,https://twitter.com/samsulhadi/status/1505694672148398082,[],[],0,,False,0,1,0,,Mandalika,,,,,,,"[{'screen_name': 'Creatifirman', 'name': 'Sharknado 🐾', 'id': '131748183'}, {'screen_name': 'Puthutea', 'name': 'Puthut EA', 'id': '153608362'}]",,,,,id
39,1505694586370412548,1505694586370412548,1647820538000.0,2022-03-20 23:55:38,+0000,,Fabio Quartararo menorehkan catatan tersendiri di MotoGP Mandalika 2022. El Diablo untuk pertama kalinya berhasil naik podium di lintasan basah.  https://t.co/SoxrBQiLxB,in,[],[],135783107,135783107,detiksport,detiksport,7,23,https://twitter.com/detiksport/status/1505694586370412548,['https://sport.detik.com/moto-gp/d-5992780/motogp-mandalika-podium-pertama-quartararo-di-race-basah?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detiksport&utm_source=Twitter#Echobox=1647819330'],[],0,,False,23,1,4,,Mandalika,,,,,,,[],,,,,id
41,1505694563893096452,1505694563893096452,1647820533000.0,2022-03-20 23:55:33,+0000,,Anies: Suksesnya Mandalika GP tidak hanya Harumkan Lombok tapi juga Indonesia  https://t.co/co4SIlzFbJ,in,[],[],1554019722,1554019722,abadikinicom,Abadikini.com,7,23,https://twitter.com/abadikinicom/status/1505694563893096452,['http://dlvr.it/SM3WtM'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
42,1505694489326751746,1505694489326751746,1647820515000.0,2022-03-20 23:55:15,+0000,,Banyak umkm yang bisa menjajakan produknya di Mandalika.  https://t.co/nUhjKGjndv,in,[],[],1463628501873881092,1463628501873881092,dealova099,dealova,7,23,https://twitter.com/dealova099/status/1505694489326751746,[],['https://pbs.twimg.com/media/FOVNGdeVQAE6MtW.jpg'],1,https://pbs.twimg.com/media/FOVNGdeVQAE6MtW.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
43,1505694469689339904,1505694469689339904,1647820510000.0,2022-03-20 23:55:10,+0000,,Pembangunan infrastruktur telekomunikasi dalam gelaran Motogp mandalika harus terus diteruskan dan jangan sampai berhenti. #SemuaDemiindonesiaMaju  https://t.co/LgXAuWBYJj,in,['semuademiindonesiamaju'],[],1488298069129297924,1488298069129297924,NoviRoose,Novi Roose,7,23,https://twitter.com/NoviRoose/status/1505694469689339904,[],['https://pbs.twimg.com/media/FOVNI9MakAEtqBI.jpg'],1,https://pbs.twimg.com/media/FOVNI9MakAEtqBI.jpg,False,0,1,0,,Mandalika,,,,,,,[],,,,,id
44,1505694418623692801,1505694418623692801,1647820498000.0,2022-03-20 23:54:58,+0000,,Awan dari mandalika udah singgah kemana aja ?  https://t.co/HxSBedGcCk,in,[],[],623448283,623448283,khoirozadit,Adit🧸dan 97rb lainnya,7,23,https://twitter.com/khoirozadit/status/1505694418623692801,[],['https://pbs.twimg.com/media/FOVNFxKakAA6k3f.jpg'],1,https://pbs.twimg.com/media/FOVNFxKakAA6k3f.jpg,False,1,0,0,,Mandalika,,,,,,,[],,,,,id
47,1505694248834039809,1505694248834039809,1647820458000.0,2022-03-20 23:54:18,+0000,,"Presiden Joko Widodo menyampaikan apresiasi sebesar-besarnya kepada seluruh masyarakat, terutama masyarakat Nusa Tenggara Barat, yang telah memberikan dukungan penuh atas penyelenggaraan MotoGP Mandalika.  Indonesia mendunia 👍  https://t.co/mW7XWL4CwS  https://t.co/3ABuXVBms5",in,[],[],2650421658,2650421658,NgkongRoses,Call Me Ngkong Roses,7,23,https://twitter.com/NgkongRoses/status/1505694248834039809,['https://kerjha.com/jokowi-apresiasi-penyelenggaraan-motogp-mandalika/'],['https://pbs.twimg.com/media/FOVM8G8aQAEm2JO.jpg'],1,https://pbs.twimg.com/media/FOVM8G8aQAEm2JO.jpg,False,19,1,6,,Mandalika,,,,,,,[],,,,,id
48,1505694247466373122,1505444403804004352,1647820457000.0,2022-03-20 23:54:17,+0000,,@TRANS7 Terlepas dari apapun isu di luar sana gua mah tetep bangga Indonesia punya sirkuit Mandalika dan menggelar ajang MotoGP,in,[],[],1505017937798696963,1505017937798696963,WulanNurFauzia7,Wulan Nur Fauziah,7,23,https://twitter.com/WulanNurFauzia7/status/1505694247466373122,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'TRANS7', 'name': 'TRANS7', 'id': '124839730'}]",,,,,id
49,1505694245759623171,1505694245759623171,1647820457000.0,2022-03-20 23:54:17,+0000,,"Pawang Hujan di Sirkuit Mandalika Jadi Sorotan Dunia, Istana: Bukan Permintaan Jokowi  Bukan permintaan Jokowi...??? Ngeles... Sulit sekali untuk percaya omongan tukang ngibul 😝😝😝😝😝😝😝😝😝😝😝   https://t.co/fdEFPSLCv3",in,[],[],1197168671212240896,1197168671212240896,Mukidi_alNgibul,Kim Jong Os,7,23,https://twitter.com/Mukidi_alNgibul/status/1505694245759623171,['https://www.gelora.co/2022/03/pawang-hujan-di-sirkuit-mandalika-jadi.html?m=1'],[],0,,False,7,2,2,,Mandalika,,,,,,,[],,,,,id
51,1505694157826060288,1505551462918623234,1647820436000.0,2022-03-20 23:53:56,+0000,,"@lucywiryono @langityang7 Saya bangga dengan ritual tersebut, kearifan lokal yg membuat balap MotoGP seri Mandalika menjadi unik... Budaya Indonesia memang luar biasa.... Proud to be Indonesian.",in,[],[],181899953,181899953,hank_jkt,Jaya selalu NKRI,7,23,https://twitter.com/hank_jkt/status/1505694157826060288,[],[],0,,False,22,1,5,,Mandalika,,,,,,,"[{'screen_name': 'lucywiryono', 'name': 'Lucy Wiryono', 'id': '59108817'}, {'screen_name': 'langityang7', 'name': '💓jhoni beep NFT', 'id': '1322542259191963649'}]",,,,,id
52,1505694133020934145,1505694133020934145,1647820430000.0,2022-03-20 23:53:50,+0000,,Pembangunan infrastruktur telekomunikasi dalam gelaran Motogp mandalika harus terus diteruskan dan jangan sampai berhenti. #SemuaDemiindonesiaMaju  https://t.co/aEllKbFLPO,in,['semuademiindonesiamaju'],[],1479239414857408513,1479239414857408513,nvroost,Nvroost,7,23,https://twitter.com/nvroost/status/1505694133020934145,[],['https://pbs.twimg.com/media/FOVM1WfaAAAH8nN.jpg'],1,https://pbs.twimg.com/media/FOVM1WfaAAAH8nN.jpg,False,0,1,0,,Mandalika,,,,,,,[],,,,,id
53,1505694129543528449,1505694129543528449,1647820429000.0,2022-03-20 23:53:49,+0000,,"Rame soal dukun itu. Itu bagian dari entertainment, dan pertunjukkan itu berhasil jadi bahan pembicaraan. Kalau orang mengerti pawang, pawang itu gak begitu. Dan yg di Mandalika kemarin bukan perdukunan tapi entertainmen. Bagi yg cerdas. Dah stop dibicarakan. 😀",in,[],[],213168371,213168371,HarrisRegar,JusticeMilitia 👀.,7,23,https://twitter.com/HarrisRegar/status/1505694129543528449,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
54,1505694110090665987,1505694110090665987,1647820424000.0,2022-03-20 23:53:44,+0000,,MotoGP Indonesia 2022 - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika  https://t.co/xg3thEuNGX,in,[],[],626306017,626306017,tribunSUPERBALL,SuperBall.id,7,23,https://twitter.com/tribunSUPERBALL/status/1505694110090665987,['https://sportfeat.bolasport.com/read/443195596/motogp-indonesia-2022-sosok-pawang-hujan-yang-menarik-perhatian-dunia-gara-gara-aksinya-di-sirkuit-mandalika'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
55,1505694096308183041,1505694096308183041,1647820421000.0,2022-03-20 23:53:41,+0000,,MotoGP Indonesia 2022 - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika  https://t.co/bbYGAIG7nx,in,[],[],78239324,78239324,BolaSportcom,BolaSport.com,7,23,https://twitter.com/BolaSportcom/status/1505694096308183041,['https://sportfeat.bolasport.com/read/443195596/motogp-indonesia-2022-sosok-pawang-hujan-yang-menarik-perhatian-dunia-gara-gara-aksinya-di-sirkuit-mandalika'],[],0,,False,3,0,1,,Mandalika,,,,,,,[],,,,,id
56,1505694077555453952,1505694077555453952,1647820417000.0,2022-03-20 23:53:37,+0000,,MotoGP Indonesia 2022 - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika  https://t.co/9EMbO2JBkV,in,[],[],867341476753063936,867341476753063936,bolasportdotcom,BolaSport.com,7,23,https://twitter.com/bolasportdotcom/status/1505694077555453952,['https://sportfeat.bolasport.com/read/443195596/motogp-indonesia-2022-sosok-pawang-hujan-yang-menarik-perhatian-dunia-gara-gara-aksinya-di-sirkuit-mandalika'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
