,date,tweet,username,tweet_clean
178,2022-03-20 23:25:32,"MotoGP Mandalika Sukses, tapi Penonton Kesal dan Kecewa karena Ini: Panitia Harus Tanggung Jawab! Masa Kami ....: Gelaran MotoGP di Sirkuit Mandalika, Lombok, Nusa Tenggara Barat, terbilang sukses meskipun…  https://t.co/96scAnp717 #News #motogpmandalika #motogpmandalikasukses",terkinidotid,motogp mandalika sukses tapi tonton kesal kecewa karena panitia harus tanggung jawab masa kami gelar motogp sirkuit mandalika lombok nusa tenggara barat bilang sukses meski news motogpmandalika motogpmandalikasukses
179,2022-03-20 23:25:17,"Selamat pagi indonesia apapun penghinaan kalian ke negara sendiri tapi tetap saja MotoGP Mandalika SUKSES BESAR,Allahumma Ya Allah, terimakasih Pak Jokowi terimakasih Rakyat Mandalika",FBH0rgcwzaQpwh4,selamat pagi indonesia apa hina kalian negara sendiri tapi tetap saja motogp mandalika sukses besar allahumma allah terimakasih jokowi terimakasih rakyat mandalika
180,2022-03-20 23:25:07,Ga usah lah ngomen negatif perkara pawang hujan di Mandalika kalo masih percaya zodiak-zodiakan.,Donburikuah,usah ngomen negatif perkara pawang hujan mandalika kalo masih percaya zodiak zodiak
181,2022-03-20 23:25:06,@daqyoung @MonsieurPappag @randymulyanto Ntar aja dibuktiinnya kalo udah diundang pemerintah dgn gaji ratusan juta ke mandalika + masuk tv internasional yaa 😂😂,Adityatris,ntar dibuktiinnya kalo udah undang perintah gaji ratus juta mandalika masuk internasional
182,2022-03-20 23:24:08,@ShamsiAli2 @msaid_didu Terima kasih udah ikut nonton .. semoga tahun depan bisa lebih baik lagi .. bravo mandalika maju Indonesia .. 🇮🇩,pe_opewe,terima kasih udah ikut nonton moga tahun depan bisa lebih baik lagi bravo mandalika maju indonesia
183,2022-03-20 23:24:03,@geloraco Yg penting moto GP mendulang sukses walau hujan. Dan semua mengatakan kagum dan puas akan sirkuit pertamina mandalika,hideo_samuel,penting moto dulang sukses walau hujan semua kata kagum puas akan sirkuit pertamina mandalika
184,2022-03-20 23:23:43,Assalamu'alaikum indonesia Selamat pagi mandalika Pagi pawang ........,Dewwtralala,assalamu alaikum indonesia selamat pagi mandalika pagi pawang
185,2022-03-20 23:23:09,Presiden Apresiasi Masyarakat Hingga Penyelenggaraan MotoGP Mandalika 2022.!!  #SemuaDemiindonesiaMaju  https://t.co/qJ6NDBE3Dt,KatokRombeng,presiden apresiasi masyarakat hingga selenggara motogp mandalika semuademiindonesiamaju
186,2022-03-20 23:22:46,@SisiwittFrida Ga usah ngomong Mandalika daya pikir ibu ga nyampe mendingan jawab kenapa mantan koruptor dijadikan pengurus PD DKI?Eman ga ada lagi kah kader kader yang bener,Toni7216,usah ngomong mandalika daya pikir nyampe mending jawab kenapa mantan koruptor jadi urus eman lagi kader kader yang bener
187,2022-03-20 23:22:27,Jokowi Serahkan Trofi Juara MotoGP Mandalika 2022 Ke Miguel Oliveira.!!  #SemuaDemiindonesiaMaju  https://t.co/SVCiRCV8Lf,KatokRombeng,jokowi serah trofi juara motogp mandalika miguel oliveira semuademiindonesiamaju
188,2022-03-20 23:21:55,Susah payah berhasil bikin race motogp di mandalika ternyata yg jadi perhatian utama malah si dukun,sumadiwiria,susah payah hasil bikin race motogp mandalika nyata jadi perhati utama malah dukun
189,2022-03-20 23:21:12,"@SisiwittFrida Sy koreksi ya...  Soal pawang hujan, dipercaya bisa menggeser awan cumulonimbus yang berada di elevasi ±2.000 m. Awan ini membawa hujan deras disertai petir dan guntur seperti di Mandalika kemarin. Dan jadwal race MotoGP Mandalika yang nentuin Dorna Sport.  Sampai sini paham?",jumprollus,koreksi soal pawang hujan percaya bisa geser awan cumulonimbus yang ada elevasi awan bawa hujan deras serta petir guntur seperti mandalika kemarin jadwal race motogp mandalika yang nentuin dorna sport sampai sini paham
190,2022-03-20 23:20:48,"Pengen komentar ahhh soal ritual ""tolak hujan"" di Mandalika...  Setau sy yg namanya ritual ""tolak hujan"" memang ada di negara Indonesia tapi ada yg nyinyir soal ini...🤭  Sy yakin mereka yg nyinyir juga tau koq ada yg namanya ritual ""tolak hujan"" tapi karna mereka...????  😅😅😅",cung_alberto,ken komentar ahhh soal ritual tolak hujan mandalika tau nama ritual tolak hujan memang negara indonesia tapi nyinyir soal yakin mereka nyinyir juga nama ritual tolak hujan tapi karna mereka
191,2022-03-20 23:20:45,Miguel Oliveira tampil sebagai juara MotoGP Mandalika. Rider Red Bull KTM itu mengungkap kunci kemenangannya.  https://t.co/wzGYNeJinC,detikcom,miguel oliveira tampil bagai juara motogp mandalika rider bull ungkap kunci menang
192,2022-03-20 23:20:36,Bentuk Dukungan BMW Indonesia di Ajang MotoGP Mandalika  https://t.co/vOVBcX0DdH,Tertulis,bentuk dukung indonesia ajang motogp mandalika
193,2022-03-20 23:20:32,Miguel Oliveira Persembahkan Podium untuk Anak dan Pegawai Hotel Mandalika  https://t.co/25wM1HmAmy,Tertulis,miguel oliveira sembah podium untuk anak pegawai hotel mandalika
194,2022-03-20 23:20:24,"yang terjadi di Sirkuit Mandalika kemarin dan meyakini insiden yg dialami Marc Marquez tidak ada kaitannya dgn kondisi aspal ataupun lintasan. Benarkah demikian? Serta apa yang harus di Evaluasi?  [TALK] Iwan Banaran  -  Pengamat MotorGP , Otomotif  https://t.co/0XJni1r5uQ",RadioElshinta,yang jadi sirkuit mandalika kemarin yakin insiden alami marc marquez tidak kait kondisi aspal atau lintas benar demikian serta yang harus evaluasi talk iwan banar amat motorgp otomotif
195,2022-03-20 23:20:24,"Terima kasih buat panitia, pemerintah, penduduk lokal dan semua pihak yang sukses melaksanakan MotoGP Mandalika. Semoga semua masukan dan tugas yang tertinggal dapat diselesaikan dan diperbaiki agar putaran tahun depan masih ada nama Mandalika.",charlespaulms,terima kasih buat panitia perintah duduk lokal semua pihak yang sukses laksana motogp mandalika moga semua masuk tugas yang tinggal dapat selesai baik agar putar tahun depan masih nama mandalika
196,2022-03-20 23:19:37,"@arya_balikang @izalrafif @_ekokuntadhi Dia langsung ke mandalika lo, pasti sdh tahu betul kondisi ya? Kamu, Nonton dari tivi kan?",anaknyabibu,langsung mandalika pasti tahu betul kondisi kamu nonton dari tivi
197,2022-03-20 23:19:30,"@Hilmi28 Sudahkah anda lurus?   Nyatanya mandalika bisa digelar dg sukses, anda saja yg ribet karena tak dpt panggung disana",Syaiful51377477,sudah anda lurus nyata mandalika bisa gelar sukses anda saja ribet karena panggung sana
198,2022-03-20 23:18:46,Sejumlah kecelakaan terjadi pada ajang MotoGP  kemarin.   Pro kontra penyebab kecelakaan bermunculan. Mungkinkah karena ada kesalahan pada lintasan Sirkuit Mandalika?   Federasi Olahraga Motor Dunia (FIM) telah melakukan investigasi terkait beberapa insiden kecelakaan  https://t.co/41tA1FwIHk,RadioElshinta,jumlah celaka jadi pada ajang motogp kemarin kontra sebab celaka muncul mungkin karena salah pada lintas sirkuit mandalika federasi olahraga motor dunia telah laku investigasi kait beberapa insiden celaka
199,2022-03-20 23:18:27,@yo2thok Melihat keberhasilan MOTO GP di MANDALIKA Para K-Drun² pada Kepanasan.... Nusantara Punya BUDAYA bung....,SayasetiaNKRI,lihat hasil moto mandalika para drun pada panas nusantara punya budaya bung
200,2022-03-20 23:17:36,"@prastow Yang jelas mandalika adalah proyek, proyek yg dapet untung ya pemenang proyek. Klo beasiswa yg dpt ya cuman mahasiswa, kontraktor g dapet, g ada uang entertain dll.",jalanlobang,yang jelas mandalika adalah proyek proyek dapet untung menang proyek beasiswa cuman mahasiswa kontraktor dapet uang entertain
201,2022-03-20 23:17:34,"Kemacetan parah terjadi di jalur keluar Sirkuit Internasional Mandalika, Lombok Tengah, setelah berlangsung balapan MotoGP.  https://t.co/2GMNsSnoIm",kompascom,macet parah jadi jalur keluar sirkuit internasional mandalika lombok tengah telah langsung balap motogp
202,2022-03-20 23:17:32,"Berikut lima fakta menarik MotoGP Mandalika, dari aksi Rara si pawang hujan hingga dedikasi juara untuk Risman.  https://t.co/8vtBK95yT6",kompascom,ikut lima fakta tarik motogp mandalika dari aksi rara pawang hujan hingga dedikasi juara untuk risman
203,2022-03-20 23:17:20,@adhe_277 @_ekokuntadhi Nyiyirin mandalika tapi di pake untuk kampanye settingan gini,Glowieny,nyiyirin mandalika tapi pake untuk kampanye settingan gin
204,2022-03-20 23:16:54,"Mandalika aja punya pawang,masah kamu nggak punya",jijirrrr30_,mandalika punya pawang masah kamu nggak punya
205,2022-03-20 23:16:50,Penonton Moto GP Mandalika 2022  kecewa.,CecepCahya19,tonton moto mandalika kecewa
206,2022-03-20 23:16:48,"Ritual Kendi IKN hingga Aksi Pawang Hujan di Mandalika, PA 212: Indonesia Masuk Orde Klenik  https://t.co/7usxcHcvwB",Icu663,ritual kendi hingga aksi pawang hujan mandalika indonesia masuk orde klenik
207,2022-03-20 23:16:45,@EnggalPamukty Motogp mandalika sukses... Mantap 👍👍👍,GadafiZainuddin,motogp mandalika sukses mantap
208,2022-03-20 23:16:22,@lucywiryono @88jorgemartin Sukses mandalika viral pawang nya..ada liputan soal pawang hujan yg mendunia itu gak ya  ?,HatiEki,sukses mandalika viral pawang liput soal pawang hujan dunia
209,2022-03-20 23:16:17,@didiirfandi3 Sebenernya itu salah satu teknik marketing. Supaya menarik wisatawan luar datang ke indonesia dengan ke unik-an nya dan menjadi ciri khas sirkuit mandalika. Makanya disuruh show of disana.,Yuni71812786,sebenernya salah satu teknik marketing supaya tarik wisatawan luar datang indonesia dengan unik jadi ciri khas sirkuit mandalika makanya suruh show sana
210,2022-03-20 23:15:50,"Tiktok, twitter, instagram ramai postingan seliweran tentang mandalika. Terlepas dari pro kontra, gokil. Serasa ada disana. Hahaha seru bgt.  Dannn pembalapnya seneng seneng wkwkwk. Semoga hal baik akan datang.",auonya5x,tiktok twitter instagram ramai postingan seliwer tentang mandalika lepas dari kontra gokil serasa sana hahaha seru dannn balap neng neng wkwkwk moga baik akan datang
211,2022-03-20 23:15:48,@HusinShihab Yang gak percaya KETOLOLAN LOKAL berarti bukan orang tolol. Wong sdh jelas Mandalika hujan gede kok bilang ajib. Dasar goblok lu.,surodilagan,yang percaya tolol lokal arti bukan orang tolol wong jelas mandalika hujan gede bilang ajib dasar goblok
212,2022-03-20 23:15:07,Presiden Joko Widodo mengatakan bahwa gelaran MotoGP Mandalika 2022 merupakan sebuah ajang olahraga balap motor yang luar biasa #SemuaDemiindonesiaMaju  https://t.co/h4vOdM8IBf,hinansenjany,presiden joko widodo kata bahwa gelar motogp mandalika rupa buah ajang olahraga balap motor yang luar biasa semuademiindonesiamaju
213,2022-03-20 23:14:38,Siapa yg akan lolos dari korban jemari +62 sekarang. Apakah ibuk-ibuk pawang hujannya Mandalika atau Real Madrid yg diberondong 4 bola di Santiago Bernabeu?,man_surach,siapa akan lolos dari korban jemari sekarang apakah ibuk ibuk pawang hujan mandalika atau real madrid berondong bola santiago bernabeu
214,2022-03-20 23:14:30,"dulu waktu ada kerjaan di lombok ke mandalika masih proses pembangunan, area sirkuit pun masih proses pembebasan tanah, emang secakep itu sih pantai2 disana",gisogiii,dulu waktu kerja lombok mandalika masih proses bangun area sirkuit masih proses bebas tanah emang cakep pantai sana
215,2022-03-20 23:13:51,"@Lady_Zeebo Intinya para kadrun kecewa, iri, dan dongkol dengan kesuksesan penyelenggaraan MotoGP di Mandalika. Doa kadrun agar turun hujan kalah dengan doa Mbak Pawang Hujan.",Hantoro2011,inti para kadrun kecewa dongkol dengan sukses selenggara motogp mandalika kadrun agar turun hujan kalah dengan mbak pawang hujan
216,2022-03-20 23:13:43,"MotoGP Mandalika sukses diselenggarakan dengan anggaran triliunan.  Lomba lari paling banter Rp50 miliar sudah bagus sekali dgn spesifikasi kelas dunia.  Pak @jokowi, mohon wujudkan satu lomba lari kelas internasional sblm masa jabatan berakhir.",runnerkid_,motogp mandalika sukses selenggara dengan anggar triliun lomba lari paling banter miliar sudah bagus sekali spesifikasi kelas dunia mohon wujud satu lomba lari kelas internasional sblm masa jabat akhir
217,2022-03-20 23:13:15,@SerencengKopi @agungbepee @formuladrip @bangzul_ntb Emang tahun depan MotoGP nya di Mandalika lagi?,Sunflowernsea,emang tahun depan motogp mandalika lagi
218,2022-03-20 23:12:54,"benerrr bgttt ini tuh ibaratnya ada di senayan tapi yg ngeluh hotelnya sepi tuh di kepulauan seribu alian jauh bgt ajggggg mandalika ke gili 1 jam, mandalika lotim 1,5-2jam 😭",_dysaniaa,benerrr bgttt ibarat senayan tapi ngeluh hotel sepi pulau ribu ali jauh ajggggg mandalika gili mandalika lotim
219,2022-03-20 23:12:42,"@sentrisman kaget aja pas baca "" heh hoh? nabi?, waduh inima emang ngundang manusia kek si asep ini buat bikin hoax aneh aneh yang bikin malu "", mana lucu lagi yang dia ngepost petir di mandalika azab wkwkwk, w malah mikirnya dia yang bakal diazab karena nebar ujaran kebencian begitu",oyenjimarmalade,kaget baca nabi waduh inima emang ngundang manusia asep buat bikin hoax aneh aneh yang bikin malu mana lucu lagi yang ngepost petir mandalika azab wkwkwk malah mikirnya yang bakal azab karena nebar ujar benci begitu
220,2022-03-20 23:12:32,@jawafess Gp Mandalika kalah,dndpmm,mandalika kalah
221,2022-03-20 23:12:07,"Pakai Pawang Hujan di MotoGP Mandalika, dr Tifauzia: Kesyirikan dan Ada Azab  https://t.co/tJZ8wrA17z",keuangannews_id,pakai pawang hujan motogp mandalika tifauzia syirik azab
222,2022-03-20 23:11:54,@GOAL_ID Bagai Mandalika tanpa Pawang hujan 😝,Tansant7,bagai mandalika tanpa pawang hujan
223,2022-03-20 23:11:51,"MotoGP Mandalika 2022 Sukses, Menparekraf Apresiasi Kolaborasi Semua Pihak  https://t.co/s63k1SF3Qj",santakalsel1,motogp mandalika sukses menparekraf apresiasi kolaborasi semua pihak
224,2022-03-20 23:11:43,"Hanya di Mandalika MotoGP jd penuh warna Terang lalu kelabu akhirnya bersinar Ada yg sedih krn jagoan ga bs balap  Yang paling asik tentu tarian fans Fabio di grandstand yg bikin dia terbahak bahak ""Local rain ritual"" yg mendunia 🤣 Sukses #IndonesiaGP #MandalikaKitaBangga",Tri12Anggara,hanya mandalika motogp penuh warna terang lalu kelabu akhir sinar sedih jago balap yang paling asik tentu tari fans fabio grandstand bikin bahak bahak local rain ritual dunia sukses indonesiagp mandalikakitabangga
225,2022-03-20 23:11:32,@XLAxiata_Tbk XL Axiata Bersama Juara di Mandalika #JadiLebihBaik #JuaradiMandalika,mandalifia,axiata sama juara mandalika jadilebihbaik juaradimandalika
226,2022-03-20 23:11:28,@GarengHallu Kalian gasah ngebully pak. Anies... Memang sudah digelar kok formula E nya. Dan sukses dengan penonton yg berjubel. Megah dan meriahnya mengalahkan MotoGP Mandalika.  formula E sukses digelar d IMAGINATION nya pak Anis sendiri. 👏👏👏,MeLLa_ZedhenG,kalian gasah ngebully anies memang sudah gelar formula sukses dengan tonton jubel megah riah kalah motogp mandalika formula sukses gelar imagination anis sendiri
227,2022-03-20 23:11:00,Fabio Quartararo menorehkan catatan tersendiri di MotoGP Mandalika 2022. El Diablo untuk pertama kalinya berhasil naik podium di lintasan basah.  https://t.co/egXhxKgExG,detikcom,fabio quartararo toreh catat sendiri motogp mandalika diablo untuk pertama kali hasil naik podium lintas basah
228,2022-03-20 23:10:31,Presiden ucap selamat dan terima kasih atas suksesnya MotoGP Mandalika  https://t.co/fRdjmwj9s1,ElshintaDotcom,presiden ucap selamat terima kasih atas sukses motogp mandalika
229,2022-03-20 23:10:30,Presiden Jokowi sendiri menjagokan Fabio Quartararo pada ajang MotoGP Mandalika 2022 ini #SemuaDemiindonesiaMaju  https://t.co/epRirXtTrm,ErmaArjanggi,presiden jokowi sendiri jago fabio quartararo pada ajang motogp mandalika semuademiindonesiamaju
230,2022-03-20 23:10:29,"""Apresiasi setinggi-tingginya kepada seluruh pihak yang memastikan lancarnya perhelatan Mandalika GP,"" ucapnya. #SemuaDemiindonesiaMaju  https://t.co/LTqJbb1A5D",AbigailGrec767,apresiasi setinggi tinggi kepada seluruh pihak yang pasti lancar helat mandalika ucap semuademiindonesiamaju
231,2022-03-20 23:10:26,"@NKRIHAR82459132 @muraipastol @RD_4WR1212 @ramsezrr TERORIS TOLOL ELU, jelas jelas itu di Mandalika",yanto_sutandi,teroris tolol jelas jelas mandalika
232,2022-03-20 23:10:05,"Sebut MotoGP Mandalika Perlu Pawang Hujan, PSI: Formula E Jakarta Perlu Pawang Anggaran untuk Usir Tuyul  https://t.co/S0ZCXR19HT",21BeritaTerkini,sebut motogp mandalika perlu pawang hujan formula jakarta perlu pawang anggar untuk usir tuyul
233,2022-03-20 23:10:02,Presiden Jokowi Nilai Banyak Momen Berkesan Saat Penyelenggaraan MotoGP Mandalika 2022  https://t.co/9T0ZeoCMbt,portal_lebak,presiden jokowi nilai banyak momen kesan saat selenggara motogp mandalika
234,2022-03-20 23:09:30,"@bangzul_ntb Gub @bangzul_ntb anda ekonomis banget mudah2an tetap pandai bersyukur dan berterimakasih ya,,,, good job my president @jokowi Mandalika mendunia.",jasengsaja,anda ekonomis banget mudah tetap pandai syukur berterimakasih good president mandalika dunia
235,2022-03-20 23:09:02,"Suksesnya Mandalika GP tidak hanya mengharumkan nama Lombok tapi juga Indonesia. Semua perlu mendukung kesuksesan karena membawa bangga negara,"" kata Anies #SemuaDemiindonesiaMaju  https://t.co/Xc4bQa40Sr",maliBelait3638,sukses mandalika tidak hanya harum nama lombok tapi juga indonesia semua perlu dukung sukses karena bawa bangga negara kata anies semuademiindonesiamaju
236,2022-03-20 23:08:44,Munafik gak sih orang yg bilang #memalukan dgn adanya pawang hujan di GP Mandalika? Tapi ketika keluarganya ada yg hajatan pake pawang hujan mereka diam..,Ical79160891,munafik orang bilang malu ada pawang hujan mandalika tapi ketika keluarga hajat pake pawang hujan mereka diam
237,2022-03-20 23:08:26,"@EnggalPamukty @visiau Inilah yg disebut KETOLOLAN LOKAL . Mau alasan apapun nyatanya Mandalika hujan gede. Kalau sekali2 hujan reda, deras lalu reda lagi, tanpa ketololan lokalpun hujan akan bertingkah spt itu 😂",surodilagan,ini sebut tolol lokal alas apa nyata mandalika hujan gede kalau sekali hujan reda deras lalu reda lagi tanpa tolol lokal hujan akan ting
238,2022-03-20 23:08:12,Meski masih ada beberapa kekurangan namun itu masih wajar.  Namun harus di akui GP di Mandalika sukses !!!,petanirumah,meski masih beberapa kurang namun masih wajar namun harus aku mandalika sukses
239,2022-03-20 23:07:56,"Gubernur DKI Jakarta Anies Baswedan mengatakan, ajang balap MotoGP Mandalika 2022, di Nusa Tenggara Barat (NTB), sukses mengharumkan nama Indonesia di kancah global. #SemuaDemiindonesiaMaju  https://t.co/7lkbm9JvUb",trombeacold364,gubernur jakarta anies baswedan kata ajang balap motogp mandalika nusa tenggara barat sukses harum nama indonesia kancah global semuademiindonesiamaju
240,2022-03-20 23:07:56,"Masalahnya Mandalika di pakai pencitraan cebong resek memang , pembangunan Mandalika pure dana cebong ..jadi ingat Jalan tol diakui milik Jokowi ... Jangan ngaku2 bong ...",machbeach,masalah mandalika pakai citra cebong resek memang bangun mandalika pure dana cebong jadi ingat jalan aku milik jokowi jangan ngaku bong
241,2022-03-20 23:07:44,"@jokowi Menakjubkan Indonesia sekarang jadi presiden dunia dan Mandalika adalah daerah yang memiliki potensi yg kerennnnn, selamat'kepada para pemenang",nurullaela13,takjub indonesia sekarang jadi presiden dunia mandalika adalah daerah yang milik potensi kerennnnn selamat kepada para menang
242,2022-03-20 23:07:31,"@tijabar Sokorrrr...... nikmatin saja.orang dapat uang dari proyek Mandalika,lu dapat apa?. hasilnya kagak ada, manfaatnya kagak ada.sokoorrrrr...di kacangin.  https://t.co/BhAf484uBF",SayfullahYusuf,sokorrrr nikmatin saja orang dapat uang dari proyek mandalika dapat hasil kagak manfaat kagak sokoorrrrr kacangin
243,2022-03-20 23:06:34,"Manfaatkan Momen MotoGP Mandalika, Pemkab Wajo Promosikan Potensi Daerah  https://t.co/xgqUry5Eeu",republiknews_,manfaat momen motogp mandalika pemkab wajo promosi potensi daerah
244,2022-03-20 23:06:24,@edirayakan @Puthutea emg ada kok. tuh mbak² yg jd pawang hujan di motogp mandalika konon pake baca² surat al ikhlas juga.,afidl_,mbak pawang hujan motogp mandalika konon pake baca surat ikhlas juga
245,2022-03-20 23:06:18,"@lucywiryono V a l i d  no debat @lucywiryono  #pertaminagrandprixofindonesia sukses.. Bahwa ada evaluasi itu normal. Lah jangankan mandalika, venue yg sdh biasa dipakai di tempat lain aja psti sllu ada evaluasi kok.. Itu penting untuk menjadi lebih baik ke depan Bangga Indonesia hebat 🇮🇩",RadjaRasta_,debat pertaminagrandprixofindonesia sukses bahwa evaluasi normal jangan mandalika venue biasa pakai tempat lain psti sllu evaluasi penting untuk jadi lebih baik depan bangga indonesia hebat
246,2022-03-20 23:06:10,"Selamat pagi warga Indonesia Ketika para pejabat memilih fasilitas VIP dan lebih memilih duduk kelas elit. Gubernur @aniesbaswedan lebih memilih duduk bersama Rakyat, Tribun bisa dengan banyaknya penonton bersorak menikmati pertandingan MotoGP di Mandalika.  https://t.co/HFcMMTf0z9",patriot016610,selamat pagi warga indonesia ketika para jabat pilih fasilitas lebih pilih duduk kelas elit gubernur lebih pilih duduk sama rakyat tribun bisa dengan banyak tonton sorak nikmat tanding motogp mandalika
247,2022-03-20 23:06:05,@msaid_didu Kebohongan pertama sirkuit Mandalika dibangun ama presiden Suharto dan aku terlibat 😂😂😂,NimusTheo,bohong pertama sirkuit mandalika bangun presiden suharto libat
248,2022-03-20 23:05:57,Apresisi dan dukungan atas kecepatan internet di motogp mandalika. #SemuaDemiIndonesiaMaju  https://t.co/FgFdZVsLra,Tasya89388520,apresisi dukung atas cepat internet motogp mandalika semuademiindonesiamaju
249,2022-03-20 23:05:54,"@gio_ferry Setau saya orang yg punya kelebihan bisa Mindah hujan itu memang ada, tapi dia sembunyi ditempat jauh (bisa juga dari luar pulau) tdk harus dilokasi.. tapi di Mandalika sangat aneh.",jas_rifan,tau saya orang punya lebih bisa mindah hujan memang tapi sembunyi tempat jauh bisa juga dari luar pulau harus lokasi tapi mandalika sangat aneh
250,2022-03-20 23:04:58,@NovalAssegaf Air keramatnya dibawa ke Kalimantan.. tanah keramatnya dibawa ke Kalimantan.. tiba2 di sana banjir... karena pawang hujannya dibawa ke #mandalika,adangsetiadana,keramat bawa kalimantan tanah keramat bawa kalimantan tiba sana banjir karena pawang hujan bawa mandalika
251,2022-03-20 23:04:50,Selesai sdh hajatan yg MotoGP Mandalika yg dimotori Jokowi apa positifnya untuk rakyat ?? Gak ada pastinya cuma yg punya duit banyak sbg hiburan tapi kasian orang Lombok tanahnya yg jadi tempat sujud dikotori dg alkohol yg bernama sampanye 🍾😪😪😪😪,PrasetyoSudra11,selesai hajat motogp mandalika motor jokowi positif untuk rakyat pasti cuma punya duit banyak hibur tapi kasi orang lombok tanah jadi tempat sujud kotor alkohol nama sampanye 
252,2022-03-20 23:04:42,Siapa suruh datang ke Mandalika ?,AgusBoedibaik,siapa suruh datang mandalika
253,2022-03-20 23:04:41,"Viral Mbak Rara sebagai pawang hujan di MotoGP Mandalika, warganet justru ramai komentari video Buya Yahya, ada apa? #pawanghujan #Pawang #pawanghujanmandalika  https://t.co/eQ3mzoa7qe",JemberNetwork,viral mbak rara bagai pawang hujan motogp mandalika warganet justru ramai komentar video buya yahya pawanghujan pawang pawanghujanmandalika
254,2022-03-20 23:04:11,Presiden Jokowi melepas parade pebalap MotoGP di Jakarta hingga menyerahkan trofi juara di podium Sirkuit Mandalika.  https://t.co/FHFNSvRd8k,detikcom,presiden jokowi lepas parade balap motogp jakarta hingga serah trofi juara podium sirkuit mandalika
255,2022-03-20 23:04:06,"@dewahoya mandalika punya impact untuk perekonomian indonesia, judulnya memprovokasi masyarakat bgt buat benci pemerintah. toh mandalika dibuat bukan dari anggaran beasiswa.kocag nih kumparan bisnis.",esteajusmlt,mandalika punya impact untuk ekonomi indonesia judul provokasi masyarakat buat benci perintah mandalika buat bukan dari anggar beasiswa kocag kumpar bisnis
256,2022-03-20 23:04:03,@ABSetyono @PlateJohnny @Dennysiregar7 @kemkominfo @myozhyme @setengahmalass @Aryprasetyo85 @Prabu_dasamuka @MotoGP @ealshaddyy Menteri @PlateJohnny mengunjungi lokasi sirkuit MotoGP Mandalika 2022  meninjau langsung pelayanan akses jaringan,NabilaAr__,menteri unjung lokasi sirkuit motogp mandalika tinjau langsung layan akses jaring
257,2022-03-20 23:03:33,Ketua DPR sebut MotoGP Mandalika Pulihkan Perekonomian NTB  https://t.co/XqJ9IP06eK,merdekadotcom,ketua sebut motogp mandalika pulih ekonomi
258,2022-03-20 23:02:59,@narul_hidayat @Hilmi28 Mandalika sirkuit  terkeren .terima kasih pak jokowi. Indonesia jadi lebih terkenal ...🇮🇩🇮🇩🇮🇩🇮🇩♥️♥️♥️,AdeSury73554745,mandalika sirkuit keren terima kasih jokowi indonesia jadi lebih kenal 
259,2022-03-20 23:02:40,"Keingetan saat kampanye dulu sampai emak2 pada rela jalan kaki dan pada nyumbang dikresek2. Lah gak tahunya   Pawang Hujan Mak Rara di MotoGP Mandalika, Sandiaga: Itu Kearifan Lokal  https://t.co/EgyDye4KD4",Ndons_Back,keingetan saat kampanye dulu sampai emak pada rela jalan kaki pada nyumbang dikresek tahu pawang hujan rara motogp mandalika sandiaga arif lokal
260,2022-03-20 23:02:25,"Sudah keblinger, menyalahkan orang lain pula. Ini seperti bunyi pepatah, ""Awak tak pandai menari dikatakan lantai terjungkat."" SIRKUIT MANDALIKA DIGUYUR HUJAN, DUKUN KI BEDUL SAKTI SALAHKAN ANIES  https://t.co/76nC8Jfejk",nurhidayatsardi,sudah keblinger salah orang lain pula seperti bunyi pepatah awak pandai tari kata lantai jungkat sirkuit mandalika guyur hujan dukun bedul sakti salah anies
261,2022-03-20 23:02:24,@XLAxiata_Tbk XL Axiata Bersama Juara di Mandalika #JadiLebihBaik #JuaradiMandalika '45,wan_3s,axiata sama juara mandalika jadilebihbaik juaradimandalika
262,2022-03-20 23:02:07,@XLAxiata_Tbk XL Axiata Bersama Juara di Mandalika #JadiLebihBaik #JuaradiMandalika '44,wan_3s,axiata sama juara mandalika jadilebihbaik juaradimandalika
263,2022-03-20 23:02:00,@XLAxiata_Tbk XL Axiata Bersama Juara di Mandalika #JadiLebihBaik #JuaradiMandalika '43,wan_3s,axiata sama juara mandalika jadilebihbaik juaradimandalika
264,2022-03-20 23:01:53,@XLAxiata_Tbk XL Axiata Bersama Juara di Mandalika #JadiLebihBaik #JuaradiMandalika '42,wan_3s,axiata sama juara mandalika jadilebihbaik juaradimandalika
265,2022-03-20 23:01:46,@XLAxiata_Tbk XL Axiata Bersama Juara di Mandalika #JadiLebihBaik #JuaradiMandalika '41,wan_3s,axiata sama juara mandalika jadilebihbaik juaradimandalika
266,2022-03-20 23:01:45,infrastruktur telekomunikasi didalam mandalika tidak apa apa jika terus dilanjutkan #SemuaDemiindonesiaMaju  https://t.co/yy039p6nk5,rehat89,infrastruktur telekomunikasi dalam mandalika tidak jika terus lanjut semuademiindonesiamaju
267,2022-03-20 23:01:38,Presiden Apresiasi Masyarakat Hingga Penyelenggara MotoGP Mandalika 2022 #SemuaDemiindonesiaMaju Indonesia Tetap Juara  https://t.co/cLUggT4DQE,siskakarmy8415,presiden apresiasi masyarakat hingga selenggara motogp mandalika semuademiindonesiamaju indonesia tetap juara
268,2022-03-20 23:01:37,"@Ngadimin_Aja @03__nakula Ini 3 paling depan bajunya putih? Gak kenal,,, emang gue harus kenal ama penonton Mandalika.  https://t.co/Bu0YqyvDFL",a_ming_tse,paling depan baju putih kenal emang harus kenal tonton mandalika
