,date,tweet,username,tweet_clean
0,2022-03-20 23:59:58,Belajar dari mandalika Tidak semua hal bisa diterima dengan logika.,garpulicious,ajar dari mandalika tidak semua bisa terima dengan logika
1,2022-03-20 23:59:50,"@ngawur_post Tikungan 13 Mandalika membuat Marc Marquez terjatuh dan motor Alex Rins terbakar, ini menurut pendapat lesti dan billar.",adhimmhrdika,tikung mandalika buat marc marquez jatuh motor alex rins bakar turut dapat lesti billar
2,2022-03-20 23:59:49,@eadala_o1 @kulitbumi TENGKYUUU SO MUCHHH PAK JOKOWI.. Acara MANDALIKA SUKSEESSSSS...   Kadal kejang kejang Pak @jokowi . SUKSESSS,FemmyManroe,tengkyuuu muchhh jokowi acara mandalika sukseesssss kadal kejang kejang suksesss
3,2022-03-20 23:59:40,"Rara Istiati Wulandari, Ungkap Penyebab Gangguan Hujan Deras saat MotoGP Mandalika  https://t.co/WQeOflIc2u",geloraco,rara istiati wulandari ungkap sebab ganggu hujan deras saat motogp mandalika
4,2022-03-20 23:59:21,Salah satu yg terpenting bagaimana memelihara Circuit Mandalika jangan sampai seperti gedung2 bekas PON yg terbekalai krn gak keurus Pemda,dedensujana,salah satu penting bagaimana pelihara circuit mandalika jangan sampai seperti gedung bekas terbekalai urus pemda
5,2022-03-20 23:59:10,"@CNNIndonesia Intinya banyak masyarakat Indonesia bangga dgn adanx sircuit Mandalika ,kluali masyarakat tertentu yg bisanya hanya berpikiran negatif",jkanest,inti banyak masyarakat indonesia bangga adanx sircuit mandalika kluali masyarakat tentu bisa hanya pikir negatif
6,2022-03-20 23:59:00,"Kalau saja almarhum Didi Kempot masih ada, pasti sekarang kita lagi dengerin lagu tentang patah hati di Mandalika..  Deny Caknan, your move, please..",Pak_Irv,kalau saja almarhum didi kempot masih pasti sekarang kita lagi dengerin lagu tentang patah hati mandalika deny caknan your move please
7,2022-03-20 23:58:53,"@SlevinSojiro @Belok_dong Mau efektif mau enggak... Acara akbar balapan sudah berjalan dengan suksesnya... Pengguna Pawang Puas, Rara mendunia... Kearifan lokal bukan hanya masalah untung - rugi.. Budaya ada pada rasa, nikmati saja pertunjukannya... Bravo Mandalika... Bravo Rara..",SriRedjeki2,efektif enggak acara akbar balap sudah jalan dengan sukses guna pawang puas rara dunia arif lokal bukan hanya masalah untung rugi budaya pada rasa nikmat saja tunjuk bravo mandalika bravo rara
8,2022-03-20 23:58:48,Allah Maha Besar. Di Mandalika Allah menunjukkan kuasanya. Mengabulkan doa dengan cara yang tidak kamu percaya. Ternyata Allah tidak hanya  mengabulkan doa kaummu saja.,cgtrisanjaya,allah maha besar mandalika allah tunjuk kuasa kabul dengan cara yang tidak kamu percaya nyata allah tidak hanya kabul kaum saja
9,2022-03-20 23:58:38,Tahun depan minta bangun jalur kereta api pak gub. Biar ga macet je Mandalika,BiLLYKHAERUDIN,tahun depan minta bangun jalur kereta biar macet mandalika
10,2022-03-20 23:58:27,MotoGP 2022 Mandalika sukses. Kesempatan kuatkan brand pariwisata Indonesia  @erickthohir  #DenganETMerdekaBerdaulat  https://t.co/F9QTPVQ5wr,mahkota43990861,motogp mandalika sukses sempat kuat brand pariwisata indonesia denganetmerdekaberdaulat
11,2022-03-20 23:58:20,"Momen Bangga Oliveira Persembahkan Juara MotoGP Mandalika untuk Risman  https://t.co/SB3US9KHUq  Dari semua berita selama MotoGP Mandalika, berita ini cocok nih jadi gong buat pemerintah &amp; panitia penyelenggara. Gol buat dorong pariwisata di Lombok langsung divalidasi juaranya 😊",qronoz,momen bangga oliveira sembah juara motogp mandalika untuk risman dari semua berita lama motogp mandalika berita cocok jadi gong buat perintah panitia selenggara buat dorong pariwisata lombok langsung divalidasi juara
12,2022-03-20 23:58:18,"gamau ngetawain pawang hujan gp mandalika, soalnya gaji dia 21 hari lebih gede dibanding gajiku setahun :(",widyavirgiana,gamau ngetawain pawang hujan mandalika soal gaji hari lebih gede banding gaji tahun
13,2022-03-20 23:58:16,@lucywiryono Setuju aspal ulang total biar menyatu satu full track biar ga belang juga juga untuk image mandalika jangka panjang syukur2 lebih dari 10tahun kontrak nya nanti.,ahasyari_inet,tuju aspal ulang total biar satu satu full track biar belang juga juga untuk image mandalika jangka panjang syukur lebih dari tahun kontrak nanti
14,2022-03-20 23:58:15,Terkuak! Ternyata ada Tangan Dingin Gubernur PKS Dibalik Kesuksesan Ajang WSBK MottoGP Mandalika.,abu_waras,kuak nyata tangan dingin gubernur balik sukses ajang wsbk mottogp mandalika
15,2022-03-20 23:58:13,@prassetyoAD @MotoGP Petir bukan sembarang petir Petir menyambar race mandalika. .   Assalaumalaikum kakak,andriyand__,petir bukan sembarang petir petir sambar race mandalika assalaumalaikum kakak
16,2022-03-20 23:58:06,"Seharusnya, Mba Rara sang pawang hujan sirkuit mandalika di undang ke Santiago Bernabéu Agar tidak terjadi 'hujan gol'.   ViscaBarca, ViscaCatalunya❤💙 #ElClasico  #WeAreBack",imammustofaaja,harus rara sang pawang hujan sirkuit mandalika undang santiago bernab u agar tidak jadi hujan viscabarca viscacatalunya elclasico weareback
17,2022-03-20 23:58:05,"@RonaldLampard8 Kok gak ada berita gregetnya ya Om, Suksesnya Gelaran MotoGP Mandalika diikuti Matinya Kadrun secara berjamaah, cuma Kadrun stres semua...😷",RoellyRosuli,berita gregetnya sukses gelar motogp mandalika ikut mati kadrun cara jamaah cuma kadrun stres semua
18,2022-03-20 23:57:51,KTM sebelum menang gp mandalika 🤣🤣,irfanaridy,belum menang mandalika
19,2022-03-20 23:57:50,"ada yg sudah ngopi,  ada yg sudah menikmati sarapan pagi, ada yg sudah dandan rapih, ada yg lagi menghirup udara segar di atas gunung atau pantai, ada yg menikmati waktu nonton GP mandalika, ada yg lagi ketawa ketiwi, ada yang lagi...ada yang lagi...tak akan habis untuk dihitung",JANUARD_1,sudah ngopi sudah nikmat sarap pagi sudah dandan rapih lagi hirup udara segar atas gunung atau pantai nikmat waktu nonton mandalika lagi ketawa ketiwi yang lagi yang lagi akan habis untuk hitung
20,2022-03-20 23:57:47,@MayaA62580468 Andaikan mbk Rara bisa mindahin UAS sprti ujan di Mandalika pasti Indonesia aman&amp;sejahtra😁,Grace86284422,andai rara bisa mindahin sprti ujan mandalika pasti indonesia aman sejahtra
21,2022-03-20 23:57:42,"Bani jamban🐸🐷 meriang .  Gubernur DKI Anies Baswedan menjadi rebutan selfie pengunjung selepas menonton pertandingan MotoGP Mandalika. Bahkan, pengunjung meneriaki Anies 'Presidenku'.  https://t.co/ceO8T4OAjI",IATeam___,bani jamban meriang gubernur anies baswedan jadi rebut selfie unjung lepas tonton tanding motogp mandalika bahkan unjung riak anies presiden
22,2022-03-20 23:57:39,@SantorinisSun Dokter gigi yg humble menjadi juara Moto GP mandalika pertamina,hideo_samuel,dokter gigi humble jadi juara moto mandalika pertamina
23,2022-03-20 23:57:30,"@Rezaaryasa @randhilicious Kadrun2 dungu ini memang sdh ga punya urat malu lg, kmaren mereka menghujat dan mencaci maki habis2an pembangunan sirkuit mandalika, ehh ternyata skrg justru mereka yg datang berbondong2 ke mandalika nonton motogp termasuk si abud sambil selfi sana sini..🤮🤮",zuperbold75,kadrun dungu memang punya urat malu kmaren mereka hujat caci maki habis bangun sirkuit mandalika nyata skrg justru mereka datang bondong mandalika nonton motogp masuk abud sambil selfi sana sini
24,2022-03-20 23:57:16,"@TogaHQ Sebenarnya pesan bung toga nainggolan baik tapi banyak ygresponnya malah sebaliknya, saling menghujat. Yang me ngolok² itu penonton yg ada  di MANDALIKA, bukan KAMI.  https://t.co/rADxJHwsPD",pranoto_yudho,benar pesan bung toga nainggolan baik tapi banyak ygresponnya malah balik saling hujat yang ngolok tonton mandalika bukan kami
25,2022-03-20 23:57:13,Apresiasi atas dukungan dan fasilitasi untuk usaha UMKM yang dijembatani @erickthohir kemeterian BUMN dalam ajang GP MANDALIKA. #DenganETMerdekaBerdaulat  https://t.co/Emf8EEqj5e,zadozoro,apresiasi atas dukung fasilitas untuk usaha umkm yang jembatan kemeterian bumn dalam ajang mandalika denganetmerdekaberdaulat
26,2022-03-20 23:57:04,"Hadir di Sirkuit Mandalika, Anies Baswedan Luncurkan Aplikasi Digital Pariwisata Pulau Seribu  https://t.co/XpFAjwGnU2",radaraktual,hadir sirkuit mandalika anies baswedan luncur aplikasi digital pariwisata pulau ribu
27,2022-03-20 23:57:02,@aniesbaswedan @MotoGP @NTB_Prov Kira-kira kapan kita nonto balap formula e pak... udah gk sabar ini pak semoga circuit formula e bisa mendunia seperti circuit mandalika ya pak anis...,firmans85345217,kira kira kapan kita nonto balap formula udah sabar moga circuit formula bisa dunia seperti circuit mandalika anis
28,2022-03-20 23:57:00,"Dari Mandalika, Anies Baswedan Luncurkan Aplikasi Pariwisata Pulo 1000  https://t.co/Ecm9LE0zZa",OposisiCerdas,dari mandalika anies baswedan luncur aplikasi pariwisata pulo
29,2022-03-20 23:56:24,"@ridwankamil @ridwanhr Kalo pak Gub Klaten Ke mAndalika karena undangan pertamina, sesangkan Pak Rid vlogger ke mandalika biaya sendiri... 😂🤣🙏🤲 sehat selalu akang2, ditunggu kolabirasinya...",TalkiWong,kalo klaten mandalika karena undang pertamina sang vlogger mandalika biaya sendiri  sehat selalu akang tunggu kolabirasinya
30,2022-03-20 23:56:20,"Selamat Indonesia, telah sukses menggelar perhelatan @motogp . Kami bangga! #aerial #motogp #pesonaindonesia @ Sirkuit Mandalika Lombok  https://t.co/1YI4SffeAj",liupurnomo,selamat indonesia telah sukses gelar helat kami bangga aerial motogp pesonaindonesia sirkuit mandalika lombok
31,2022-03-20 23:56:16,Pawang MottoGP Mandalika Adalah Sebuah Kearifan Lokal yang jadi Bahan Lelucon dan Tertawaan Dunia Interlokal.,abu_waras,pawang mottogp mandalika adalah buah arif lokal yang jadi bahan lelucon tertawa dunia interlokal
32,2022-03-20 23:56:02,"Yang kritik dengan bumbu politik di Mandalika biasanya ngga paham cara mengapresiasi , sukses buat #IndonesiaGP",__Bungs,yang kritik dengan bumbu politik mandalika biasa ngga paham cara apresiasi sukses buat indonesiagp
33,2022-03-20 23:55:58,"@Creatifirman @Puthutea Weeee yg paling bertauhid komen.   Pawang di Mandalika itu non muslim, dan memang begitu cara dia beribadah.",samsulhadi,weeee paling tauhid komen pawang mandalika muslim memang begitu cara ibadah
34,2022-03-20 23:55:38,Fabio Quartararo menorehkan catatan tersendiri di MotoGP Mandalika 2022. El Diablo untuk pertama kalinya berhasil naik podium di lintasan basah.  https://t.co/SoxrBQiLxB,detiksport,fabio quartararo toreh catat sendiri motogp mandalika diablo untuk pertama kali hasil naik podium lintas basah
35,2022-03-20 23:55:33,Anies: Suksesnya Mandalika GP tidak hanya Harumkan Lombok tapi juga Indonesia  https://t.co/co4SIlzFbJ,abadikinicom,anies sukses mandalika tidak hanya harum lombok tapi juga indonesia
36,2022-03-20 23:55:15,Banyak umkm yang bisa menjajakan produknya di Mandalika.  https://t.co/nUhjKGjndv,dealova099,banyak umkm yang bisa jaja produk mandalika
37,2022-03-20 23:55:10,Pembangunan infrastruktur telekomunikasi dalam gelaran Motogp mandalika harus terus diteruskan dan jangan sampai berhenti. #SemuaDemiindonesiaMaju  https://t.co/LgXAuWBYJj,NoviRoose,bangun infrastruktur telekomunikasi dalam gelar motogp mandalika harus terus terus jangan sampai henti semuademiindonesiamaju
38,2022-03-20 23:54:58,Awan dari mandalika udah singgah kemana aja ?  https://t.co/HxSBedGcCk,khoirozadit,awan dari mandalika udah singgah mana
39,2022-03-20 23:54:18,"Presiden Joko Widodo menyampaikan apresiasi sebesar-besarnya kepada seluruh masyarakat, terutama masyarakat Nusa Tenggara Barat, yang telah memberikan dukungan penuh atas penyelenggaraan MotoGP Mandalika.  Indonesia mendunia 👍  https://t.co/mW7XWL4CwS  https://t.co/3ABuXVBms5",NgkongRoses,presiden joko widodo sampai apresiasi besar besar kepada seluruh masyarakat utama masyarakat nusa tenggara barat yang telah beri dukung penuh atas selenggara motogp mandalika indonesia dunia
40,2022-03-20 23:54:17,@TRANS7 Terlepas dari apapun isu di luar sana gua mah tetep bangga Indonesia punya sirkuit Mandalika dan menggelar ajang MotoGP,WulanNurFauzia7,lepas dari apa luar sana tetep bangga indonesia punya sirkuit mandalika gelar ajang motogp
41,2022-03-20 23:54:17,"Pawang Hujan di Sirkuit Mandalika Jadi Sorotan Dunia, Istana: Bukan Permintaan Jokowi  Bukan permintaan Jokowi...??? Ngeles... Sulit sekali untuk percaya omongan tukang ngibul 😝😝😝😝😝😝😝😝😝😝😝   https://t.co/fdEFPSLCv3",Mukidi_alNgibul,pawang hujan sirkuit mandalika jadi sorot dunia istana bukan minta jokowi bukan minta jokowi ngeles sulit sekali untuk percaya omong tukang ngibul 
42,2022-03-20 23:53:56,"@lucywiryono @langityang7 Saya bangga dengan ritual tersebut, kearifan lokal yg membuat balap MotoGP seri Mandalika menjadi unik... Budaya Indonesia memang luar biasa.... Proud to be Indonesian.",hank_jkt,saya bangga dengan ritual sebut arif lokal buat balap motogp seri mandalika jadi unik budaya indonesia memang luar biasa proud indonesian
43,2022-03-20 23:53:50,Pembangunan infrastruktur telekomunikasi dalam gelaran Motogp mandalika harus terus diteruskan dan jangan sampai berhenti. #SemuaDemiindonesiaMaju  https://t.co/aEllKbFLPO,nvroost,bangun infrastruktur telekomunikasi dalam gelar motogp mandalika harus terus terus jangan sampai henti semuademiindonesiamaju
44,2022-03-20 23:53:49,"Rame soal dukun itu. Itu bagian dari entertainment, dan pertunjukkan itu berhasil jadi bahan pembicaraan. Kalau orang mengerti pawang, pawang itu gak begitu. Dan yg di Mandalika kemarin bukan perdukunan tapi entertainmen. Bagi yg cerdas. Dah stop dibicarakan. 😀",HarrisRegar,rame soal dukun bagi dari entertainment tunjuk hasil jadi bahan bicara kalau orang erti pawang pawang begitu mandalika kemarin bukan dukun tapi entertainmen bagi cerdas stop bicara
45,2022-03-20 23:53:44,MotoGP Indonesia 2022 - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika  https://t.co/xg3thEuNGX,tribunSUPERBALL,motogp indonesia sosok pawang hujan yang tarik perhati dunia gara gara aksi sirkuit mandalika
46,2022-03-20 23:53:41,MotoGP Indonesia 2022 - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika  https://t.co/bbYGAIG7nx,BolaSportcom,motogp indonesia sosok pawang hujan yang tarik perhati dunia gara gara aksi sirkuit mandalika
47,2022-03-20 23:53:37,MotoGP Indonesia 2022 - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika  https://t.co/9EMbO2JBkV,bolasportdotcom,motogp indonesia sosok pawang hujan yang tarik perhati dunia gara gara aksi sirkuit mandalika
48,2022-03-20 23:53:30,Buat keluarga dan kerabatnya Tolong beritahu adik Jusmang ini ya bahwa pada saat MotoGP Mandalika ada kok tv nasional yg siarkan...bilang fitnah dan hoax dia sungguh menyakitkan jiwa saya sbg bangsa Indonesia. Manusia satu ini sangat menjijikkan buat saya,suketi666,buat keluarga kerabat tolong beritahu adik jusmang bahwa pada saat motogp mandalika nasional siar bilang fitnah hoax sungguh sakit jiwa saya bangsa indonesia manusia satu sangat jijik buat saya
49,2022-03-20 23:53:27,"MotoGP Indonesia 2022 - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika  https://t.co/tzFNaNVgsq",BolaSportcom,motogp indonesia selain anak sosok richman juga mulia miguel oliveira telah juara motogp mandalika
50,2022-03-20 23:53:25,"MotoGP Indonesia 2022 - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika  https://t.co/6VbuYd8suW",tribunSUPERBALL,motogp indonesia selain anak sosok richman juga mulia miguel oliveira telah juara motogp mandalika
51,2022-03-20 23:53:20,"MotoGP Indonesia 2022 - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika  https://t.co/svku64v97Y",bolasportdotcom,motogp indonesia selain anak sosok richman juga mulia miguel oliveira telah juara motogp mandalika
52,2022-03-20 23:53:03,Sejumlah artis dan pasangan artis ikut memeriahkan ajang MotoGP Mandalika sebagai penonton.  https://t.co/Y7Ik3efhOi,matamata_com,jumlah artis pasang artis ikut riah ajang motogp mandalika bagai tonton
53,2022-03-20 23:52:41,"Tetangga gua ada yg nonton langsung ke Mandalika, satu orang 16jt gtu klo ga salah, dan ini yg berangkat pasutri. Itu 16jt dia ikut paket tour apa memang khusus nonton ga tau juga sii... Kaget aja gua 16jt kali 2 behhh, hobi mahal selagi mampu gpp gasss, gua cuma bisa geleng""",jnkkmoonbit,tetangga nonton langsung mandalika satu orang salah berangkat pasutri ikut paket tour memang khusus nonton juga kaget kali behhh hobi mahal selagi mampu gasss cuma bisa geleng
54,2022-03-20 23:52:39,"@maspiyuaja Alhamdulillah, pembalap,kru dan penonton jadi bisa lebih lama di sirkuit mandalika berkat hujan dan semua adem,kecuali ebong yg kesel anies hadir hahaha",HobiMobil,alhamdulillah balap tonton jadi bisa lebih lama sirkuit mandalika berkat hujan semua adem kecuali ebong kesel anies hadir hahaha
55,2022-03-20 23:52:00,"5 Fakta Sirkuit Mandalika yang Wajib Kamu Ketahui, Pemandangan Indah dan Ada Corak Tenun Sasak -  https://t.co/bBFhAz7tVr",kalderanews,fakta sirkuit mandalika yang wajib kamu tahu pandang indah corak tenun sasak
56,2022-03-20 23:51:55,@Sigmahalim @BrgtRJ @GeiszChalifah Lho gw kan memberi contoh kadrun OD yg menentang Mandalika. Sesuai tweetnya @GeiszChalifah klo yg menentang itu OD.  Masak kalimat simpel bahasa Indonesia kayak gitu aja elu gak ngerti? Apa karena segolongan makanya wajib membela? Ya ya ya 😂😂😂,MaulanaNur,beri contoh kadrun tentang mandalika sesuai tweetnya tentang masak kalimat simpel bahasa indonesia kayak gitu ngerti karena golong makanya wajib bela
57,2022-03-20 23:51:26,@HerryChristant @adri7537 Mantap mas bro bisa menikmati balapan motor gp mandalika.,mamat_oking1,mantap bisa nikmat balap motor mandalika
58,2022-03-20 23:51:25,@korantempo Media taek!!  Di mandalika semua hotel full sampai sampai disediakan tenda tenda dan itu pun sudah penuh semua.  Karena gelaran Moto GP yg mendapatakan sambutan luar biasa dari dalam dan luar negeri.,hideo_samuel,media taek mandalika semua hotel full sampai sampai sedia tenda tenda sudah penuh semua karena gelar moto mendapatakan sambut luar biasa dari dalam luar negeri
59,2022-03-20 23:51:06,@jayapuraupdate Pawang hujan pertama saat pembukaan mandalika kemana?,Isfy_fav,pawang hujan pertama saat buka mandalika mana
60,2022-03-20 23:50:10,@zoelfick @denkmit bener2 ini bule dari kemaren underestimate mandalika...keknya ada pesanan...,KeluargakuC,bener bule dari kemaren underestimate mandalika kek pesan
61,2022-03-20 23:50:00,"@Hilmi28 Dr yg tersaji di Mandalika jls terlihat yg melakukan itu bukan muslim. Itu cara dia beribadah, kok disebut musrik? Berarti Anda menganggap penganut agama sejenis dengan yg ritual di Mandalika sebagai musrik?   Agama mereka beda dengan kita, hargai itu!!",samsulhadi,saji mandalika lihat laku bukan muslim cara ibadah sebut musrik arti anda anggap anut agama jenis dengan ritual mandalika bagai musrik agama mereka beda dengan kita harga
62,2022-03-20 23:49:53,"Sangat benar, @Hilmi28  Melalui ""pawang hujan"" Mandalika, Allah Subhanahu Wa Ta'ala menunjukkan Kuasa Nya Acara berlangsung dengan sukses Tiada seorang pun yang mengalami suatu mala petaka Hingga mereka masing masing tiba dengan selamat dan sehat di tujuan/tempat tinggal mereka",dasaagustus88,sangat benar lalu pawang hujan mandalika allah subhanahu tunjuk kuasa acara langsung dengan sukses tiada orang yang alami suatu mala petaka hingga mereka masing masing tiba dengan selamat sehat tuju tempat tinggal mereka
63,2022-03-20 23:49:52,"Dengan menggunakan motor perang tua tahun 40-an, Gubernur Jawa Barat @ridwankamil membonceng Pembalap Indonesia Legendaris asal Jawa Barat, kang Tjetjep Heriyana, di Mandalika Lombok.  Kedepannya Pembalap Indonesia harus jadi Juara MotoGP.  Bersama Juara   #rkri #rkri24 #rkri2024  https://t.co/4tp6tm3z02",gnijnasional,dengan guna motor perang tahun gubernur jawa barat bonceng balap indonesia legendaris asal jawa barat kang tjetjep heriyana mandalika lombok depan balap indonesia harus jadi juara motogp sama juara rkri rkri rkri
64,2022-03-20 23:49:52,@marcmarquez93 Jangan banyak dangdutan mangkanya marc keknya sakit pinggang ampe gk bisa ikut pergelaran motoGp di mandalika,ArisRiskyfauzi3,jangan banyak dangdut mangkanya marc kek sakit pinggang ampe bisa ikut gelar motogp mandalika
65,2022-03-20 23:49:50,@tubbirfess Pawang hujan yang lama kemana ya? Dulu beliau menuntut karena dikatakan gagal saat uji coba mandalika.,Isfy_fav,pawang hujan yang lama mana dulu beliau tuntut karena kata gagal saat coba mandalika
66,2022-03-20 23:49:05,@SisiwittFrida permintaan dorna emang race d mandalika di musim ujan. mungkin emang mau nya ujan.,Dhannygunawan,minta dorna emang race mandalika musim ujan mungkin emang ujan
67,2022-03-20 23:48:42,"Yang dibanggakan #MotoGP bisa berlangsung di Mandalika, tapi lupa tanggung jawab utama: Penonton, yang telah membayar tiket...! #Indonesia #Nalar?  https://t.co/4eF2joI4Y8",ZAEffendy,yang bangga motogp bisa langsung mandalika tapi lupa tanggung jawab utama tonton yang telah bayar tiket indonesia nalar
68,2022-03-20 23:48:28,"@haluajadulu_ @Naufallatif99 @dewahoya Tahun lalu WSBK udah balapan di Mandalika, Nanti November ini juga ada lagi WSBK di Mandalika...",bayoee_wind,tahun lalu wsbk udah balap mandalika nanti november juga lagi wsbk mandalika
69,2022-03-20 23:48:20,"Overall bangga lah sama penyelenggaraan MotoGP Mandalika. Gw harap Indonesia bisa dikenal karena budayanya, bukan netijennya ataupun kasus-kasusnya. Biar kek Jepang. Budayanya kental dan tetap dipertahankan",Bimantara_H_P,overall bangga sama selenggara motogp mandalika harap indonesia bisa kenal karena budaya bukan netijennya atau kasus kasus biar jepang budaya kental tetap tahan
70,2022-03-20 23:48:11,"Buat saya yg paling ""ngeselin"" itu adalah si pawang ini dibayar. kalo emng ritual pawang ujan ini dianggap ritual keagamaan, saya yakin penganut agama &amp; kepercayaan lain jg berdoa spya gak ujan di Mandalika",kakangprabuuuuu,buat saya paling ngeselin adalah pawang bayar kalo emng ritual pawang ujan anggap ritual agama saya yakin anut agama percaya lain doa spya ujan mandalika
71,2022-03-20 23:48:09,@BangJovi9 Rasanya pengen sliding tekel yg ngasih piala di MotoGP Mandalika kmrn #IstanaSarangMafia #IstanaSarangMafia,AryTGunadi,rasa ken sliding tekel ngasih piala motogp mandalika kmrn istanasarangmafia istanasarangmafia
72,2022-03-20 23:48:02,@MotoGP Big Thanks to @_TNIAU untuk kerja kerasnya dalam melaksanakan modifikasi cuaca di Mandalika.,RyanAl6699,thanks untuk kerja keras dalam laksana modifikasi cuaca mandalika
73,2022-03-20 23:47:56,"Mandalika dihelat penonton bs nonton riuh &amp; Oliviera si dokter gigi itu juara, Bagas-Fikri juara Alla England, Ferarri berjaya di GP Bahrain, dunia sepertinya memberi harapan baru ke depan  Wilujeng Morgen. Selamat Senin",kangnugo85,mandalika helat tonton nonton riuh oliviera dokter gigi juara bagas fikri juara alla england ferarri jaya bahrain dunia seperti beri harap baru depan wilujeng morgen selamat senin
74,2022-03-20 23:47:43,inilah Indonesia ragam budaya dan doa mohon pada Tuhan untuk redakan hujan Mandalika motor GP ....Nyatanya hujan reda dn terang  ....  #查开房记录 #人肉找人  https://t.co/QsVS5gxH4b,zhiai65434218,ini indonesia ragam budaya mohon pada tuhan untuk reda hujan mandalika motor nyata hujan reda terang  
75,2022-03-20 23:47:20,"Ternyata Begini Kisah dan Arti Mandalika, Sang Putri yang Menjatuhkan Diri ke Laut -  https://t.co/Hp3CeSsNDQ",kalderanews,nyata begini kisah arti mandalika sang putri yang jatuh diri laut
76,2022-03-20 23:47:09,@danielm17383640 @Naufallatif99 @dewahoya Bukannya kontrak mandalika sampe 2031 ya ?,dollydoldol,bukan kontrak mandalika sampe
77,2022-03-20 23:47:09,@f1speed_indo Mandalika nggak bisa buat F1 ya?,Antonio55826640,mandalika nggak bisa buat
78,2022-03-20 23:47:05,"@Naufallatif99 @dewahoya Kayaknya bakalan rutin soalnya dari Dorna ngasih kontrak 10tahun. Event balapWSBK bakalan race di Mandalika untuk ke 2X ,digelar November nanti .",bayoee_wind,kayak bakal rutin soal dari dorna ngasih kontrak tahun event balapwsbk bakal race mandalika untuk gelar november nanti
79,2022-03-20 23:46:35,"@Hilmi28 Iya, Allah menunjukkan kuasanya di Mandalika dengan membuyarkan impian dan harapan manusia2 berhati iblis. MotoGP sukses di gelar berkat pak Jokowi🇮🇩💯💪  https://t.co/dK4rf66FQm",ronaldua1,allah tunjuk kuasa mandalika dengan buyar impi harap manusia hati iblis motogp sukses gelar berkat jokowi
80,2022-03-20 23:46:06," https://t.co/fEiZM12Lmm, LOMBOK - Sebanyak 191 kuburan dipindahkan saat pembangunan Sirkuit Mandalika di Nusa Tenggara Barat (NTB). Sebanyak 191 makam itu, dipindahkan atas  https://t.co/QA5tD7L4VO",Radar_Cirebon,lombok banyak kubur pindah saat bangun sirkuit mandalika nusa tenggara barat banyak makam pindah atas
81,2022-03-20 23:46:04,"Kemacetan panjang terjadi usai gelaran MotoGP di Sirkuit Mandalika, Lombok Tengah, NTB, Minggu (20/3/2022) malam.  https://t.co/kB8f7WjML1",kompascom,macet panjang jadi usai gelar motogp sirkuit mandalika lombok tengah minggu malam
82,2022-03-20 23:46:00,"@nywhereIm @donbaehaqi @ridwanhr Iya ngab, harus amit dulu sama mbah nya, kalo ga amit ya gt malah crash Mandalika masih nyari tumbal, sekali dapet eh ternyata speknya minta yang top global kek @marcmarquez93  Xixixi Ketik 1",billiesh777,ngab harus amit dulu sama mbah kalo amit malah crash mandalika masih nyari tumbal sekali dapet nyata speknya minta yang global xixixi ketik
83,2022-03-20 23:45:58,"Headline @hariankompas SENIN, 21/03: ● Dibalik Balapan Dramatis di Sirkuit Mandalika  ● All England 2022: Kebanggaan dari Generasi Baru   Simak Ulasannya &amp; Berita Lainnya Dlm #RedaksiKOMPASBicara  #SONORAPAGI Pk.7.20 wib di #SonoraNetwork  📶  https://t.co/nFJVA6ZBDL  https://t.co/cKD56O4Zng",SonoraFM92,headline senin balik balap dramatis sirkuit mandalika england bangga dari generasi baru simak ulas berita lain redaksikompasbicara sonorapagi sonoranetwork
84,2022-03-20 23:45:47,@gyprimelia Nonton langsung gk kenarin gi?  Di TL semalem banyak yg terlantar sampe larut kejebak di mandalika,pakbr,nonton langsung kenarin semalem banyak lantar sampe larut jebak mandalika
85,2022-03-20 23:45:43,"@aniesbaswedan @MotoGP Cerita ayah dan anak yg ikut menyaksikan MotoGP di mandalika.  Anak : pak, koq acara nya di tunda?  Bapak : ni sdh kita lihat bersama2 nak, karna hujan jd waktu nya ditunda sampai hujan reda...  Anak : koq bisa hujan ya pak?  Bapak : karna pak anies ikut menonton jg nak.  😯😯😯",SimarmataJojo,cerita ayah anak ikut saksi motogp mandalika anak acara tunda bapak kita lihat sama karna hujan waktu tunda sampai hujan reda anak bisa hujan bapak karna anies ikut tonton
86,2022-03-20 23:45:41,Didampingi anak dan cucunya Tjejep dapat tiket di Royal Box Sirkuit Mandalika. Bangga punya Capres seperti  @ridwankamil yang sangat menghargai jasa tokoh  terdahulu #rkri #rkri24 #rkri2024  https://t.co/pabuiOumLR,gnijnasional,damping anak cucu tjejep dapat tiket royal sirkuit mandalika bangga punya capres seperti yang sangat harga jasa tokoh dahulu rkri rkri rkri
